Domain,Company,Employees,Industry Groups,City,State,Country,ContaGen Contacts,Build Date,Run ID
enterprise-architecture.org,,,,,,,0,2026-08-11,3415
recordtime.com.au,,,,,,,0,2026-08-11,3415
getworkvue.com,,,,,,,0,2026-08-11,3415
zenpli.com,Zenpli,1-10,"FINANCIAL_SERVICES:0.93, SAAS:0.98",Panama,,MX,1,2026-08-11,3415
consistentlyclose.com,,,,,,,0,2026-08-11,3415
gethealthy.page,,,,,,,0,2026-08-11,3415
askfill.com,Fill Technology AB,11-50,"HUMAN_RESOURCES:0.86, SAAS:0.96",Stockholm,AB,SE,1,2026-08-11,3415
reviewengine.io,,,,,,,0,2026-08-11,3415
ohdear.app,Oh Dear,1-10,SAAS:0.99,Berlaar,ZH,BE,1,2026-08-11,3415
sms.to,,,,,,,0,2026-08-11,3415
workiom.com,Workiom,11-50,SAAS:0.96,Newark,MD,US,1,2026-08-11,3415
onlinewebinar.com,OnlineWebinar,1-10,SAAS:0.98,Made,NH,NL,1,2026-08-11,3415
zamdit.com,,,,,,,0,2026-08-11,3415
uptimedock.com,,,,,,,0,2026-08-11,3415
techamolabs.com,,,,,,,0,2026-08-11,3415
isvworld.com,,,,,,,0,2026-08-11,3415
lanfinance.ai,,,,,,,0,2026-08-11,3415
savagesales.com,Savage Sales,1-10,SAAS:0.99,Kingman,AZ,US,2,2026-08-11,3415
curatedml.com,,,,,,,0,2026-08-11,3415
ownchat.app,,,,,,,0,2026-08-11,3415
supatool.io,,,,,,,0,2026-08-11,3415
constructioncrm.com,ConstructionCRM,1-10,"CONSTRUCTION:0.98, SAAS:0.52",Bloxham,ENG,GB,1,2026-08-11,3415
shiftcontrol.io,ShiftControl,1-10,"CYBERSECURITY:0.56, SAAS:0.98",Robinson Road,,SG,1,2026-08-11,3415
stepsize.com,,,,,,,0,2026-08-11,3415
airachat.com,,,,,,,0,2026-08-11,3415
megafarad.com,,,,,,,0,2026-08-11,3415
qucoxx.com,Qucoxx,1-10,SAAS:0.95,Tiefgraben,4,AT,3,2026-08-11,3415
drophello.com,,,,,,,0,2026-08-11,3415
dview.io,Dview,11-50,"BIG_DATA_AND_ANALYTICS:0.87, FINANCIAL_SERVICES:0.59, SAAS:0.93",San Francisco,CA,US,3,2026-08-11,3415
tight.com,Tight,11-50,"ACCOUNTING:0.77, SAAS:0.97",Menlo Park,DC,US,3,2026-08-11,3415
atmail.com,Atmail,11-50,SAAS:0.98,Brisbane,CA,AU,3,2026-08-11,3415
soji.ai,Soji AI,11-50,"DEFENSE_AND_AEROSPACE:0.91, SAAS:0.95",Hamburg,HH,DE,1,2026-08-11,3415
website.glass,,,,,,,0,2026-08-11,3415
sortlight.com,,,,,,,0,2026-08-11,3415
trafficcontrolapp.com,,,,,,,0,2026-08-11,3415
websitechat.in,,,,,,,0,2026-08-11,3415
evecosystem.com,,,,,,,0,2026-08-11,3415
vouchfor.com,Vouch,11-50,"HUMAN_RESOURCES:0.96, SAAS:0.98",Sydney,NSW,AU,3,2026-08-11,3415
mergebase.com,,,,,,,0,2026-08-11,3415
thehiringpartner.com,,,,,,,0,2026-08-11,3415
saas-certain.com,,,,,,,0,2026-08-11,3415
ezelogs.com,Ezelogs,11-50,"CONSTRUCTION:0.98, SAAS:0.88",Plainview,NY,US,1,2026-08-11,3415
insurancecrm.com,,,,,,,0,2026-08-11,3415
cangoapp.ca,,,,,,,0,2026-08-11,3415
paurtal.com,,,,,,,0,2026-08-11,3415
mopinion.com,Mopinion,11-50,"BIG_DATA_AND_ANALYTICS:0.81, SAAS:0.97",Rotterdam,NH,NL,3,2026-08-11,3415
codehooks.io,Codehooks,1-10,SAAS:0.97,,,NO,2,2026-08-11,3415
okappy.com,Okappy,1-10,"SAAS:0.72, CONSTRUCTION:0.15",Amersham,ENG,GB,2,2026-08-11,3415
qatchup.com,,,,,,,0,2026-08-11,3415
sociolinq.com,,,,,,,0,2026-08-11,3415
officetrack.com,,,,,,,0,2026-08-11,3415
bluetweak.com,,,,,,,0,2026-08-11,3415
handbid.com,Handbid,11-50,SAAS:0.97,Centennial,CO,US,2,2026-08-11,3415
xpath.global,Xpath,11-50,"HUMAN_RESOURCES:0.98, SAAS:0.82",Berlin,BE,DE,1,2026-08-11,3415
computertechniciansapp.com,,,,,,,0,2026-08-11,3415
memberpages.app,,,,,,,0,2026-08-11,3415
uplup.com,,,,,,,0,2026-08-11,3415
waywedo.com,Way We Do,1-10,SAAS:1.0,Cleveland,QLD,AU,3,2026-08-11,3415
getoutline.com,Outline,1-10,"SAAS:0.96, SOFTWARE:0.99",San Francisco,NY,US,1,2026-08-11,3415
pagesoft.app,,,,,,,0,2026-08-11,3415
contractcorridor.com,Contract Corridor,11-50,"LEGAL:0.95, SAAS:0.99",Johannesburg,GP,ZA,1,2026-08-11,3415
deployit.ai,,,,,,,0,2026-08-11,3415
stormboard.com,Stormboard,11-50,SAAS:0.97,Edmonton,AB,CA,1,2026-08-11,3415
zappyhire.com,Zappy Hire,11-50,"HUMAN_RESOURCES:0.97, SAAS:0.96",Dombivali,16,IN,3,2026-08-11,3415
usertour.io,,,,,,,0,2026-08-11,3415
ycloud.com,YCloud,11-50,SAAS:0.97,Temasek Boulevard,,SG,3,2026-08-11,3415
flowmeets.com,Flowmeets AB,1-10,SAAS:0.97,Stockholm,AB,SE,3,2026-08-11,3415
web3forms.com,,,,,,,0,2026-08-11,3415
pandas-ai.com,PandasAI,1-10,"BIG_DATA_AND_ANALYTICS:0.94, SAAS:0.89, SOFTWARE:0.86",,BY,US,1,2026-08-11,3415
assurestor.com,Assurestor,1-10,"CYBERSECURITY:0.92, SAAS:0.76",Human,ENG,UA,2,2026-08-11,3415
ounie.com,,,,,,,0,2026-08-11,3415
prodoctivity.com,,,,,,,0,2026-08-11,3415
domaindumper.com,,,,,,,0,2026-08-11,3415
perfectlyimperfectdigital.software,,,,,,,0,2026-08-11,3415
bokapsys.com,,,,,,,0,2026-08-11,3415
happyending.ai,,,,,,,0,2026-08-11,3415
upperinc.com,,,,,,,0,2026-08-11,3415
annualreports.ai,,,,,,,0,2026-08-11,3415
thehubly.com,,,,,,,0,2026-08-11,3415
get1point6.com,,,,,,,0,2026-08-11,3415
erponline.vn,,,,,,,0,2026-08-11,3415
onetimesecret.com,,,,,,,0,2026-08-11,3415
reviewlyze.in,,,,,,,0,2026-08-11,3415
usewidgets.com,,,,,,,0,2026-08-11,3415
alpacasys.com,,,,,,,0,2026-08-11,3415
evolvedev.io,EvolveDev,1-10,SAAS:0.99,Madivala,KA,IN,1,2026-08-11,3415
attarius.com,,,,,,,0,2026-08-11,3415
animustech.com,Animus Technology,1-10,"BIG_DATA_AND_ANALYTICS:0.91, SAAS:0.95",Aberdeen,ENG,GB,1,2026-08-11,3415
datumforms.com,,,,,,,0,2026-08-11,3415
beamly.com,,,,,,,0,2026-08-11,3415
skapp.com,,,,,,,0,2026-08-11,3415
paperlesspod.com,,,,,,,0,2026-08-11,3415
condens.io,Condens,11-50,"BIG_DATA_AND_ANALYTICS:0.71, SAAS:0.98",München,BY,DE,3,2026-08-11,3415
gitinsights.io,,,,,,,0,2026-08-11,3415
tabriel.com,,,,,,,0,2026-08-11,3415
berkmansolutions.com,Lextree from Berkman Solutions,1-10,"SOFTWARE:0.46, SAAS:0.4",Beaverton,OR,US,2,2026-08-11,3415
nabstract.io,,,,,,,0,2026-08-11,3415
miradorgateway.com,,,,,,,0,2026-08-11,3415
devguard.org,,,,,,,0,2026-08-11,3415
sharonogier.com,,,,,,,0,2026-08-11,3415
servefirst.co.uk,Serve First,11-50,SAAS:0.94,London,ENG,GB,3,2026-08-11,3415
fill.work,,,,,,,0,2026-08-11,3415
askui.com,AskUI,11-50,"SAAS:0.88, SOFTWARE:0.92",Wilmington,BW,US,2,2026-08-11,3415
3os.co,,,,,,,0,2026-08-11,3415
shrivra.com,Shrivra,11-50,"RESTAURANTS:0.78, SAAS:0.98",Seattle,WA,US,3,2026-08-11,3415
clikr.io,,,,,,,0,2026-08-11,3415
erpone.in,,,,,,,0,2026-08-11,3415
bootstrapsite.com,,,,,,,0,2026-08-11,3415
flowla.com,Flowla,1-10,SAAS:0.96,London,ENG,GB,2,2026-08-11,3415
pivotsoftware.com,,,,,,,0,2026-08-11,3415
tsuga.com,Tsuga,11-50,SAAS:0.97,Neuilly-sur-Seine,IDF,FR,3,2026-08-11,3415
oneboard.io.vn,,,,,,,0,2026-08-11,3415
smshorn.com,,,,,,,0,2026-08-11,3415
lodgestory.com,,,,,,,0,2026-08-11,3415
earlycaves.com,,,,,,,0,2026-08-11,3415
whaly.io,Whaly,11-50,"BIG_DATA_AND_ANALYTICS:0.8, SAAS:0.95",Serena,IDF,CL,2,2026-08-11,3415
hancock.ink,,,,,,,0,2026-08-11,3415
styly.io,,,,,,,0,2026-08-11,3415
serv.ly,,,,,,,0,2026-08-11,3415
ellastic.io,,,,,,,0,2026-08-11,3415
cintram.com,Cintram,1-10,SAAS:0.95,Coppell,TX,US,1,2026-08-11,3415
datasail.co,,,,,,,0,2026-08-11,3415
investsuite.com,InvestSuite,11-50,"FINANCIAL_SERVICES:0.92, SAAS:0.95",Leuven,62,BE,3,2026-08-11,3415
biela.dev,Biela,11-50,SAAS:0.97,Basic,NV,US,1,2026-08-11,3415
workchats.com,,,,,,,0,2026-08-11,3415
exchangemail.com,,,,,,,0,2026-08-11,3415
projectfusion.com,,,,,,,0,2026-08-11,3415
zentrumhub.com,ZentrumHub,11-50,"SAAS:0.96, TRAVEL:0.92",Viman nagar,,IN,3,2026-08-11,3415
invitepeople.com,InvitePeople,11-50,SAAS:0.99,Berlin,AB,DE,3,2026-08-11,3415
automations.io,Automations,1-10,"FINANCIAL_SERVICES:0.77, SAAS:0.99",Manchester,ENG,GB,2,2026-08-11,3415
approvemyfunding.com,,,,,,,0,2026-08-11,3415
typeflo.io,Typeflo,1-10,SAAS:0.99,Madivala,KA,IN,1,2026-08-11,3415
mammoth.io,Mammoth Analytics,11-50,"BIG_DATA_AND_ANALYTICS:0.82, SAAS:0.92",Lucan,KA,IE,3,2026-08-11,3415
athenaintel.com,,,,,,,0,2026-08-11,3415
mailchannels.com,MailChannels,11-50,"CYBERSECURITY:0.89, SAAS:0.98",Vancouver,BC,CA,2,2026-08-11,3415
draftsman.io,,,,,,,0,2026-08-11,3415
deistech.co.za,,,,,,,0,2026-08-11,3415
adaptivebizapp.com,,,,,,,0,2026-08-11,3415
tendify.eu,,,,,,,0,2026-08-11,3415
connective.network,,,,,,,0,2026-08-11,3415
novbe.az,,,,,,,0,2026-08-11,3415
eventhex.ai,,,,,,,0,2026-08-11,3415
storespine.com,,,,,,,0,2026-08-11,3415
pivot-crm.com,,,,,,,0,2026-08-11,3415
deeplit.ai,,,,,,,0,2026-08-11,3415
apis.io,,,,,,,0,2026-08-11,3415
theprepared.life,,,,,,,0,2026-08-11,3415
quickreach.co,,,,,,,0,2026-08-11,3415
eftlab.com,EFTlab,11-50,"FINANCIAL_SERVICES:0.9, SAAS:0.98",Sandgate,QLD,AU,3,2026-08-11,3415
keyp.com,,,,,,,0,2026-08-11,3415
livestep.ai,,,,,,,0,2026-08-11,3415
tabatalk.com,,,,,,,0,2026-08-11,3415
printerbridge.com,,,,,,,0,2026-08-11,3415
eurostepdigital.com,,,,,,,0,2026-08-11,3415
streavent.de,Streavent,1-10,SAAS:0.99,Weil,BY,DE,2,2026-08-11,3415
morph.ai,,,,,,,0,2026-08-11,3415
businessbosses.co.uk,Business Bosses,11-50,SAAS:0.91,Refers,NH,GB,1,2026-08-11,3415
pledigo.com,,,,,,,0,2026-08-11,3415
foundersmate.ai,,,,,,,0,2026-08-11,3415
oneblink.io,OneBlink,11-50,"GOVERNMENT_SERVICES:0.94, SAAS:0.99",Springfield,MO,AU,3,2026-08-11,3415
qbdynamics.com,,,,,,,0,2026-08-11,3415
speedcurve.com,SpeedCurve,1-10,SAAS:0.98,Huia,CA,NZ,2,2026-08-11,3415
worxsquad.com,,,,,,,0,2026-08-11,3415
productflo.io,ProductFlo,1-10,"SAAS:0.75, SOFTWARE:0.83",Goes,ZE,NL,1,2026-08-11,3415
skipbinsapp.com,,,,,,,0,2026-08-11,3415
surlex.co.nz,,,,,,,0,2026-08-11,3415
teamfluence.com,Teamfluence,11-50,"BIG_DATA_AND_ANALYTICS:0.59, SAAS:0.96",Kesklinna,CA,EE,1,2026-08-11,3415
tracebloc.io,,,,,,,0,2026-08-11,3415
nodescript.dev,,,,,,,0,2026-08-11,3415
assess.one,,,,,,,0,2026-08-11,3415
vectrify.ai,,,,,,,0,2026-08-11,3415
mail-and-deploy.com,,,,,,,0,2026-08-11,3415
opnform.com,,,,,,,0,2026-08-11,3415
wecomply.co.za,,,,,,,0,2026-08-11,3415
justforwork.com,,,,,,,0,2026-08-11,3415
getparlo.io,,,,,,,0,2026-08-11,3415
mum-saas.de,,,,,,,0,2026-08-11,3415
tangible.finance,Tangible,11-50,"FINANCIAL_SERVICES:0.92, SAAS:0.81",London,ENG,GB,3,2026-08-11,3415
yayforms.com,Yay! Forms,1-10,SAAS:1.0,Sheridan,FL,US,2,2026-08-11,3415
cove.dev,Cove,1-10,"FINANCIAL_SERVICES:0.64, REAL_ESTATE:0.8, SAAS:0.9",,ON,US,1,2026-08-11,3415
bimworkplace.com,,,,,,,0,2026-08-11,3415
mychurch.media,,,,,,,0,2026-08-11,3415
salesloop.io,,,,,,,0,2026-08-11,3415
nextdot.net,,,,,,,0,2026-08-11,3415
np-next.com,,,,,,,0,2026-08-11,3415
reducecloudcosts.com,,,,,,,0,2026-08-11,3415
bcmmetrics.com,,,,,,,0,2026-08-11,3415
hireport.io,,,,,,,0,2026-08-11,3415
prospecter.io,,,,,,,0,2026-08-11,3415
tapeapp.com,Tape Technologies,1-10,SAAS:0.99,München,BY,DE,1,2026-08-11,3415
kaiten.sh,,,,,,,0,2026-08-11,3415
oauth.io,,,,,,,0,2026-08-11,3415
zaip.one,,,,,,,0,2026-08-11,3415
bundlelab.co,,,,,,,0,2026-08-11,3415
r2rcare.co.uk,,,,,,,0,2026-08-11,3415
gowizi.com,,,,,,,0,2026-08-11,3415
getbind.io,,,,,,,0,2026-08-11,3415
ellty.com,,,,,,,0,2026-08-11,3415
wappalyzer.com,Wappalyzer,1-10,SAAS:0.92,Logos,VIC,NG,1,2026-08-11,3415
astroid.cloud,,,,,,,0,2026-08-11,3415
headwayapp.co,,,,,,,0,2026-08-11,3415
confinedspacesapp.com,,,,,,,0,2026-08-11,3415
managerfashion.com,,,,,,,0,2026-08-11,3415
reply.cx,,,,,,,0,2026-08-11,3415
axsfs.com,,,,,,,0,2026-08-11,3415
myhours.com,,,,,,,0,2026-08-11,3415
1stopinstall.com,1Stop Install,1-10,"CONSTRUCTION:0.94, SAAS:0.93",Miami,MO,US,1,2026-08-11,3415
faqhub.io,,,,,,,0,2026-08-11,3415
captivated.works,Captivated,11-50,SAAS:0.99,Indianapolis,IN,US,1,2026-08-11,3415
daasportal.app,DaaS Portal,1-10,"SAAS:0.58, SUPPLY_CHAIN_AND_PROCUREMENT:0.77",Eastleigh,ENG,GB,1,2026-08-11,3415
jumper.com,Jumper Software,1-10,"SAAS:0.98, SUPPLY_CHAIN_AND_PROCUREMENT:0.82",New York,NY,US,1,2026-08-11,3415
digably.io,,,,,,,0,2026-08-11,3415
ranbiolinks.com,RAN BioLinks Canada,1-10,"SAAS:0.96, SOFTWARE:0.73, PHARMACEUTICALS:0.54",Toronto,ON,CA,2,2026-08-11,3415
campgroundbuddy.com,,,,,,,0,2026-08-11,3415
maxed.life,Maxed Life,1-10,"ACCOUNTING:0.96, SAAS:0.97",Sacramento,ENG,US,1,2026-08-11,3415
factorcloud.com,FactorCloud,1-10,"FINANCIAL_SERVICES:0.97, SAAS:0.98",Atlanta,GA,US,2,2026-08-11,3415
videocx.io,VideoCX,11-50,"FINANCIAL_SERVICES:0.91, SAAS:0.99, SOFTWARE:0.67",Pune,MH,IN,3,2026-08-11,3415
usedotted.com,Dotted,1-10,"CLOUD_COMPUTING:0.77, SAAS:0.75",São Paulo,SP,BR,1,2026-08-11,3415
beesbusy.com,,,,,,,0,2026-08-11,3415
emitknowledge.com,Emit Knowledge,11-50,"HEALTHCARE:0.95, SAAS:0.83, SOFTWARE:0.82",Skopje,,MK,1,2026-08-11,3415
ordercloud.io,,,,,,,0,2026-08-11,3415
complycube.com,ComplyCube,11-50,"FINANCIAL_SERVICES:0.93, SAAS:0.99",London,ENG,GB,3,2026-08-11,3415
scalelist.com,Scalelist,1-10,"BIG_DATA_AND_ANALYTICS:0.97, SAAS:0.95",Api,,BR,2,2026-08-11,3415
antekirt.com,,,,,,,0,2026-08-11,3415
saleoid.com,,,,,,,0,2026-08-11,3415
entityhub.io,,,,,,,0,2026-08-11,3415
bugbug.io,BugBug,11-50,SAAS:0.99,Tarnowskie Góry,30,PL,1,2026-08-11,3415
hypervisor.io,,,,,,,0,2026-08-11,3415
rqawards.com,,,,,,,0,2026-08-11,3415
roycgroup.com,ROYC,11-50,"FINANCIAL_SERVICES:0.8, SAAS:0.95",Paris,ENG,FR,3,2026-08-11,3415
viewcomfy.com,ViewComfy,1-10,SAAS:0.98,,ENG,GB,2,2026-08-11,3415
refacto.ai,,,,,,,0,2026-08-11,3415
jobspage.dev,,,,,,,0,2026-08-11,3415
backlink.watch,,,,,,,0,2026-08-11,3415
rebill.com,,,,,,,0,2026-08-11,3415
enteract.app,,,,,,,0,2026-08-11,3415
parvenu.io,,,,,,,0,2026-08-11,3415
clientbase.pro,ClientBase Pte.,1-10,"LEGAL:0.82, SAAS:0.95",Circular Road,40,SG,1,2026-08-11,3415
easysupply.ai,,,,,,,0,2026-08-11,3415
ngncorp.com,,,,,,,0,2026-08-11,3415
stonerise.tech,StoneRise Technology,1-10,"CONSTRUCTION:0.99, SAAS:0.92",London,ENG,GB,1,2026-08-11,3415
usetoday.io,Today,1-10,"FINANCIAL_SERVICES:0.88, SAAS:0.96",København K,BE,DK,2,2026-08-11,3415
intrasofttechnologies.com,,,,,,,0,2026-08-11,3415
nventr.ai,Nventr,1-10,"SAAS:0.97, SOFTWARE:0.95",Los Angeles,CA,US,2,2026-08-11,3415
parano.ai,,,,,,,0,2026-08-11,3415
newployee.com,,,,,,,0,2026-08-11,3415
mobilitydesk.com,,,,,,,0,2026-08-11,3415
leadscore.io,,,,,,,0,2026-08-11,3415
ewebinar.com,,,,,,,0,2026-08-11,3415
creativeportfolio.online,,,,,,,0,2026-08-11,3415
getparse.io,,,,,,,0,2026-08-11,3415
pascalailabs.com,Pascal,11-50,"FINANCIAL_SERVICES:0.93, SAAS:0.92",Hackney,MH,GB,3,2026-08-11,3415
smooothbiz.io,,,,,,,0,2026-08-11,3415
earthoffice.cloud,,,,,,,0,2026-08-11,3415
livesession.io,LiveSession,1-10,"BIG_DATA_AND_ANALYTICS:0.93, SAAS:0.98",Wrocław,02,PL,3,2026-08-11,3415
betterreports.com,Better Reports,1-10,"BIG_DATA_AND_ANALYTICS:0.87, SAAS:0.98",Sydney,NSW,AU,1,2026-08-11,3415
focusin.net,,,,,,,0,2026-08-11,3415
getlaunchlist.com,,,,,,,0,2026-08-11,3415
impactpilot.io,ImpactPilot,1-10,SAAS:0.99,London,NH,GB,1,2026-08-11,3415
lgorithmsolutions.com,Lgorithm Solutions,11-50,"FINANCIAL_SERVICES:0.57, SAAS:0.91, SOFTWARE:0.85",Taguig,00,PH,2,2026-08-11,3415
winningstrengthblueprint.com,,,,,,,0,2026-08-11,3415
codesolvent.com,,,,,,,0,2026-08-11,3415
trackroutes.com,,,,,,,0,2026-08-11,3415
xebrio.com,,,,,,,0,2026-08-11,3415
teambuildr.fr,,,,,,,0,2026-08-11,3415
js-factory.io,,,,,,,0,2026-08-11,3415
blockfrost.io,,,,,,,0,2026-08-11,3415
productivitysweet.com,,,,,,,0,2026-08-11,3415
yattare.com,,,,,,,0,2026-08-11,3415
saleskit.com,Saleskit,11-50,"BIG_DATA_AND_ANALYTICS:0.72, SAAS:0.97",Bratislava,BL,SK,2,2026-08-11,3415
eclectustech.net,,,,,,,0,2026-08-11,3415
tinyanalytics.io,,,,,,,0,2026-08-11,3415
packhunt.io,Packhunt,11-50,"MANUFACTURING:0.93, SAAS:0.87",Amsterdam,NH,NL,3,2026-08-11,3415
terraverde.sg,,,,,,,0,2026-08-11,3415
sfp-flow.com,,,,,,,0,2026-08-11,3415
asbestosremovalapp.com,,,,,,,0,2026-08-11,3415
reportingninja.com,Reporting Ninja,1-10,SAAS:0.99,,MD,BR,1,2026-08-11,3415
jobbliss.com,,,,,,,0,2026-08-11,3415
civalgo.com,Civalgo,11-50,"CONSTRUCTION:0.98, SAAS:0.92",Montreal,QC,CA,2,2026-08-11,3415
embeddable.com,Embeddable,11-50,"BIG_DATA_AND_ANALYTICS:0.87, SAAS:0.91",London,CT,GB,3,2026-08-11,3415
a2lance.com,,,,,,,0,2026-08-11,3415
finna.ai,,,,,,,0,2026-08-11,3415
100xsuite.com,,,,,,,0,2026-08-11,3415
bizjet.ai,,,,,,,0,2026-08-11,3415
apyhub.com,ApyHub,11-50,"CYBERSECURITY:0.56, SAAS:0.87",Amsterdam,PB,NL,3,2026-08-11,3415
wageloch.com.au,,,,,,,0,2026-08-11,3415
taiso.ai,,,,,,,0,2026-08-11,3415
assetbotsqa.com,,,,,,,0,2026-08-11,3415
bastion.tech,Bastion,11-50,"CYBERSECURITY:0.99, SAAS:0.92",Nanterre,,FR,3,2026-08-11,3415
getupdraft.com,,,,,,,0,2026-08-11,3415
taggoai.com,,,,,,,0,2026-08-11,3415
oblogs.in,,,,,,,0,2026-08-11,3415
talentconnects.co,,,,,,,0,2026-08-11,3415
alphi.dev,Alphi,1-10,SAAS:0.97,London,ENG,GB,1,2026-08-11,3415
userguiding.com,UserGuiding,11-50,SAAS:0.99,Tours,ENG,FR,1,2026-08-11,3415
featurecat.com,,,,,,,0,2026-08-11,3415
menaia.com,Menaia,1-10,SAAS:0.93,Valid,CA,VI,1,2026-08-11,3415
hellotracks.com,Hellotracks,1-10,"SUPPLY_CHAIN_AND_PROCUREMENT:0.47, SAAS:0.42",Fleet,SG,GB,2,2026-08-11,3415
auditstage.com,Auditstage,11-50,"ACCOUNTING:0.98, SAAS:0.94",Kampenhout,VLG,BE,1,2026-08-11,3415
journy.io,,,,,,,0,2026-08-11,3415
howdygo.com,HowdyGo,1-10,SAAS:0.99,Darlinghurst,NSW,AU,2,2026-08-11,3415
jinja.app,,,,,,,0,2026-08-11,3415
whoyou.co.za,WhoYou,11-50,"CYBERSECURITY:0.75, SAAS:0.94",Johannesburg,GP,ZA,1,2026-08-11,3415
yobee.co.in,Yobee Research Private,1-10,"FINANCIAL_SERVICES:0.94, SAAS:0.95",,MH,IN,3,2026-08-11,3415
safer.plus,,,,,,,0,2026-08-11,3415
cloudmaker.ai,Cloud Maker,1-10,"CLOUD_COMPUTING:0.58, CYBERSECURITY:0.76, SAAS:0.94",London,ENG,GB,1,2026-08-11,3415
kernelpay.com,,,,,,,0,2026-08-11,3415
eventgroove.ca,,,,,,,0,2026-08-11,3415
virtualemployee.co,,,,,,,0,2026-08-11,3415
getbuildify.com,,,,,,,0,2026-08-11,3415
pingdom.com,,,,,,,0,2026-08-11,3415
ctrlcampus.com,CtrlCampus,11-50,"EDUCATION:0.99, SAAS:0.95",Hyderabad,TS,IN,1,2026-08-11,3415
cardetailingapp.com,,,,,,,0,2026-08-11,3415
wingtrill.com,,,,,,,0,2026-08-11,3415
unificx.com,,,,,,,0,2026-08-11,3415
syncmate.com,,,,,,,0,2026-08-11,3415
requestbin.net,,,,,,,0,2026-08-11,3415
noorahq.com,Noora AB,1-10,SAAS:1.0,,AB,CA,3,2026-08-11,3415
bigconsole.com,,,,,,,0,2026-08-11,3415
paragraph.ph,,,,,,,0,2026-08-11,3415
neogated.com,,,,,,,0,2026-08-11,3415
wedevit.fr,,,,,,,0,2026-08-11,3415
cyberawaresecurity.com,,,,,,,0,2026-08-11,3415
fiable.com.au,Fiable,11-50,"CONSTRUCTION:0.73, SAAS:0.97",Kirrawee,NSW,AU,3,2026-08-11,3415
chartbrew.com,,,,,,,0,2026-08-11,3415
trueestate.in,,,,,,,0,2026-08-11,3415
ir-suite.com,,,,,,,0,2026-08-11,3415
floyo.ai,,,,,,,0,2026-08-11,3415
multbrand.com,,,,,,,0,2026-08-11,3415
marketplacekit.com,,,,,,,0,2026-08-11,3415
subly.app,,,,,,,0,2026-08-11,3415
cloudreviewer.net,,,,,,,0,2026-08-11,3415
juggl.co,Juggl,1-10,"HUMAN_RESOURCES:0.98, SAAS:0.96",Sheridan,14,US,2,2026-08-11,3415
bridg.money,,,,,,,0,2026-08-11,3415
and-websolution.com,,,,,,,0,2026-08-11,3415
investipal.co,Investipal,1-10,"FINANCIAL_SERVICES:0.97, SAAS:0.94",Halifax,IL,CA,3,2026-08-11,3415
truststack.dev,,,,,,,0,2026-08-11,3415
getkombo.ai,KomboAI,11-50,SAAS:0.96,Barcelona,CT,ES,2,2026-08-11,3415
easyteam.com,Easyteam,1-10,"HUMAN_RESOURCES:0.93, SAAS:0.92",Tel Aviv 6936457,,IL,3,2026-08-11,3415
mightyforms.com,,,,,,,0,2026-08-11,3415
digitalbizmaps.com,,,,,,,0,2026-08-11,3415
quickrecruit.com,Quick Recruit,11-50,"HUMAN_RESOURCES:0.97, SAAS:0.97",Jalavayuvihar,TN,IN,1,2026-08-11,3415
sitebehaviour.com,,,,,,,0,2026-08-11,3415
shopmonkey.dev,,,,,,,0,2026-08-11,3415
orginfo.io,,,,,,,0,2026-08-11,3415
golimelight.com,Limelight,11-50,SAAS:0.97,North York,ON,CA,3,2026-08-11,3415
mvpurr.com,,,,,,,0,2026-08-11,3415
sitedrive.com,,,,,,,0,2026-08-11,3415
hrapp.in,Caprice Technologies Pvt,11-50,"HUMAN_RESOURCES:0.99, SAAS:0.98",Coimbatore,TN,IN,1,2026-08-11,3415
showroom.so,,,,,,,0,2026-08-11,3415
perigon.io,Perigon,11-50,"BIG_DATA_AND_ANALYTICS:0.86, SAAS:0.89",More,TX,CM,3,2026-08-11,3415
allquiet.app,All Quiet,1-10,"CYBERSECURITY:0.53, SAAS:0.98",Berlin,BE,DE,2,2026-08-11,3415
heycustomer.com,,,,,,,0,2026-08-11,3415
spotch.io,,,,,,,0,2026-08-11,3415
mercenta.com,Mercenta,1-10,"SAAS:0.96, SOFTWARE:0.6, SUPPLY_CHAIN_AND_PROCUREMENT:0.83",Shenzhen,GUANGDONG,CN,1,2026-08-11,3415
scoold.com,,,,,,,0,2026-08-11,3415
codespro.de,,,,,,,0,2026-08-11,3415
getopensocial.com,Open Social,11-50,SAAS:0.97,Amsterdam,,NL,3,2026-08-11,3415
onestaq.co,,,,,,,0,2026-08-11,3415
appmixer.com,Appmixer,11-50,"SAAS:0.73, SOFTWARE:0.98",Karlín,52,CZ,1,2026-08-11,3415
transpond.io,Transpond,1-10,SAAS:0.92,,ENG,GB,1,2026-08-11,3415
successionhr.com,SuccessionHR,1-10,"HUMAN_RESOURCES:0.95, SAAS:0.97",Toronto,ON,CA,2,2026-08-11,3415
zmode.com,,,,,,,0,2026-08-11,3415
idealtwin.com,,,,,,,0,2026-08-11,3415
engage.ninja,,,,,,,0,2026-08-11,3415
dataploy.io,,,,,,,0,2026-08-11,3415
lana.eco,,,,,,,0,2026-08-11,3415
assistifai.me,,,,,,,0,2026-08-11,3415
brandyoufunnels.com,,,,,,,0,2026-08-11,3415
midvision.com,,,,,,,0,2026-08-11,3415
getflowmo.com,FlowMo,1-10,"BIG_DATA_AND_ANALYTICS:0.86, SAAS:0.97",,MA,US,2,2026-08-11,3415
bolstat.com,,,,,,,0,2026-08-11,3415
