Name,Input:Domain,Domain,Industry Groups,Business Model,Keywords,Description,Social URLs,Score,Revenue Range,Employees,Start Date,Street,City,State,Zip,Country,Phones,Public Emails,Redirect Domain,Update Date,query_name,ingested_at,company_clean,segment,public_emails_clean,MV,BB,Final Email,Source,Status
Skye Moving LLC,skyemoving.com,skyemoving.com,CONSUMER_SERVICES:0.88,"B2B:0.6, B2C:0.96","ocala fl:0.64, fl ocala:0.62, movers ocala:0.58, ocala movers:0.57, areas ocala:0.57, services ocala:0.57, nationwide ocala:0.55, living ocala:0.52, moving orlando:0.5, company ocala:0.5, gainesville fl:0.48, moved florida:0.48, movers residential:0.48, fl summerfield:0.45, services florida:0.45","Skye Moving LLC is a moving company based in Ocala, FL, offering a range of services including residential moving, local and long-distance moves, packing, unpacking, and safe moving. They provide free estimates and emphasize customer service throughout the move process, ensuring timely arrival and personalized support for each relocation. Their team consists of trained professionals who prioritize safety and professionalism, catering to various locations across Florida and beyond.","https://www.linkedin.com/company/skye-moving-llc, https://www.facebook.com/haulinassetsmoving, https://www.facebook.com/skyemoving, https://www.twitter.com/skyemoving, https://x.com/skyemoving, https://www.youtube.com/channel/UChu2qdjEpYBrPw5khrAF_gA, https://www.yelp.com/biz/skye-moving-ocala-7",175,<1M,1-10,2016-12-14,505 Sw 17Th Street,Ocala,FL,34471,US,"+13523002984, +13523224553",support@skyemoving.com,,2026-05-31,General Moving Companies in US / CA,2026-06-23T14:22:29.097+03:00,Skye Moving,has_public,support@skyemoving.com,catch_all,deliverable,support@skyemoving.com,P0,done
Keep It Moving,keepitmovinglouisiana.com,keepitmovinglouisiana.com,CONSUMER_SERVICES:0.9,"B2B:0.74, B2C:0.94","orleans area:0.45, affordable mover:0.4, service moving experience:0.38, moving experience:0.33, efficient mover:0.27, service local:0.23, smooth transition:0.17, affordable price point:0.16, experience easy:0.14, customer service:0.14, necessary packing:0.13, pricing simple:0.08, unique item:0.03, great customer:0.02, fair price:0.02","Keep It Moving is a full-service moving company based in New Orleans, Louisiana, specializing in local and long-distance moves. They offer a variety of services including packing, unpacking, antique moving, office relocations, and gun safe moving. The company is fully licensed, insured, and provides professional moving assistance throughout the move process, ensuring a stress-free experience for customers. Their team consists of trained professionals who assist with all aspects of the moving process, from packing to post-movin support.","https://www.linkedin.com/company/keep-it-moving-louisiana, https://www.facebook.com/keepitmovinglouisiana, https://www.instagram.com/keepitmovinglouisiana, https://twitter.com/keepitmovingla, https://www.youtube.com/channel/UCKHtpoonfOCdjHF2HzxvFQg",192,1-10M,1-10,2017-03-09,60041 Highway 11,Slidell,LA,70458,US,+18557956683,info@keepitmovinglouisiana.com,,2026-06-13,General Moving Companies in US / CA,2026-06-23T14:22:29.097+03:00,Keep It Moving,has_public,info@keepitmovinglouisiana.com,ok,skipped,info@keepitmovinglouisiana.com,P0,done
"Willis & Associates Logistics, Inc.",willislogistics.com,willislogistics.com,SUPPLY_CHAIN_AND_PROCUREMENT:1.0,B2B:0.93,"associates logistics:0.6, logistics mc:0.56, logistics safely:0.56, logistics operating:0.56, freight household:0.54, shipping vehicles:0.52, type freight:0.52, called logistics:0.52, logistics navigation:0.5, willis associates:0.49, shipments common:0.46, delivery capabilities:0.45, hot shipment:0.45, home willis:0.4, rfq contact:0.38","Willis & Associates Logistics, Inc. is a transportation service provider that specializes in handling various types of freight, including household goods, with capacities up to 750,000 pounds. They offer a range of shipping vehicles and equipment, such as single drops, double drops, railcars, and barges, to meet complex shipment needs. The company operates an asset-based carrier called R&D Logistics for urgent delivery and has experience in transporting full truck loads across the lower 48 states, Canada, and Mexico.","https://www.linkedin.com/company/willis-and-associates-logistics, https://www.linkedin.com/company/willis-associates-logistics-inc",0,1-10M,1-10,2019-05-13,P.O. Box 9920,Tulsa,OK,74157,US,"+19184465700, +18006465710, +19184466700",info@willislogistics.com,,2026-05-31,General Moving Companies in US / CA,2026-06-23T14:22:29.097+03:00,Willis & Associates Logistics,has_public,info@willislogistics.com,ok,skipped,info@willislogistics.com,P0,done
Elate Moving,elatemoving.com,elatemoving.com,CONSUMER_SERVICES:0.9,"B2B:0.9, B2C:0.85, B2G:0.87","moving companies:0.59, city movers:0.58, moving offices:0.58, commercial relocations:0.56, city moving:0.55, company nyc:0.54, moving offers:0.54, residential moves:0.53, moving professionals:0.5, york elate:0.48, movers 800:0.48, com elate_moving:0.48, customized moving:0.47, ct queens:0.44, new location:0.43","Elate Moving is a professional moving company that offers relocation services for residential, commercial, fine art, international, and government clients across the U.S. and Canada. Their main functionality includes creating detailed moving plans, packing with white glove care, transporting items securely, and providing customized moving solutions tailored to individual needs. Key features include expert unpacking, efficient transportation of belongings, and the ability to accept cryptocurrencies during the move. Elate Moving aims to streamline the moving process while ensuring customer satisfaction.","https://www.linkedin.com/company/elate-moving, https://www.facebook.com/elatemoving, https://www.instagram.com/elate_moving, https://www.instagram.com/elatemoving, https://x.com/elatemoving",234,1-10M,1-10,2018-06-15,305 Broadway,York,PA,10007,US,"+18009910474, +12023714051","hello@elatemoving.com, info@elatemoving.com, sales@elatemoving.com",,2026-06-14,General Moving Companies in US / CA,2026-06-23T14:22:29.097+03:00,Elate Moving,has_public,"hello@elatemoving.com, info@elatemoving.com, sales@elatemoving.com",ok,skipped,hello@elatemoving.com,P0,done
Around Town Movers and Storage,aroundtownmovers.com,aroundtownmovers.com,CONSUMER_SERVICES:0.99,"B2B:0.97, B2C:0.9, B2G:0.63","warehouse moving:0.62, moving town:0.61, moving warehousing:0.58, town movers:0.58, logistics local:0.56, movers warehousemen:0.55, service moving:0.51, movers storage:0.51, moving packing:0.5, local moving:0.5, relocation extensive:0.49, services town:0.48, assistance moving:0.47, office moving:0.47, truck storage:0.44","around town Movers and Storage is a moving service provider based in Sterling, VA, specializing in both residential and commercial moves. They offer a range of services including local, long-distance, international, and commercial office relocations, as well as packing, unpacking, storage, and disposal solutions. The company also provides specialized moving assistance for government and military personnel, ensuring efficient handling of belongings and logistics throughout the move process. Customers can request free quotes online or contact them directly to begin their moving journey with tailored plans.","https://www.linkedin.com/company/around-town-movers, https://www.facebook.com/ouratmovers, https://twitter.com/ouratmovers, https://www.youtube.com/channel/UC3oUj8AcEEIYK9e5VnAbXWw, https://www.yelp.com/biz/around-town-movers-sterling",220,1-10M,1-10,2018-03-08,101 International Drive,Sterling,VA,20166,US,"+17036360204, +17036825922, +17036915598",info@aroundtownmovers.com,,2026-05-28,General Moving Companies in US / CA,2026-06-23T14:22:29.097+03:00,Around Town Movers and Storage,has_public,info@aroundtownmovers.com,catch_all,deliverable,info@aroundtownmovers.com,P0,done
"Aces Moving Pros, Inc.",acesmovingpros.com,acesmovingpros.com,CONSUMER_SERVICES:0.96,"B2B:0.97, B2C:0.96","contact aces:0.53, aces moving:0.49, relocation services:0.46, insured mtr:0.46, 9685 aces:0.43, acesmovingpros com:0.42, insured residential:0.41, moving pros:0.39, service moving:0.39, storage contact:0.37, home contact:0.37, trader place:0.35, distance licensed:0.34, pros 81824:0.33, usdot 2193249:0.32","Aces Moving Pros, Inc. offers full-service moving and storage solutions for North American vehicles. Their services include local and long-distance relocation, packing of high value items, and climate-controlled storage for both residential and commercial properties. The company is licensed and insured, ensuring a professional experience for clients with over 20 years in the industry. Customers can contact them via phone or email for assistance with their moving needs.",,105,1-10M,1-10,2019-08-08,81824 Trader Place,Indio,CA,92201,US,+17603289685,info@acesmovingpros.com,,2026-06-10,General Moving Companies in US / CA,2026-06-23T14:22:29.097+03:00,Aces Moving Pros,has_public,info@acesmovingpros.com,ok,skipped,info@acesmovingpros.com,P0,done
A Move to Remember,amovetoremember.com,amovetoremember.com,CONSUMER_SERVICES:1.0,"B2B:0.92, B2C:0.92","moving chicago:0.62, moving services:0.56, residential moves:0.55, moving costs:0.47, services housing:0.45, services residential:0.44, furniture delivery:0.44, mover recommendations:0.44, delivery services:0.42, hiring movers:0.42, services packing:0.4, moving soon:0.39, movers process:0.38, moving experience:0.36, going services:0.36","A Move to Remember is a moving service based in Chicago that offers a range of moving solutions for both residential and commercial moves. Their main functionalities include standard household moves, emergency moves, packing services, furniture delivery, and specialized moving for individuals transitioning from violence or dangerous spaces. They focus on providing personalized support throughout the move process, ensuring a positive and inclusive experience for all clients, including LGBTQ+ individuals and non-profits.","https://www.linkedin.com/company/a-move-to-remember-llc, https://www.facebook.com/amovetoremember, https://www.instagram.com/amovetoremember",127,1-10M,1-10,2020-03-13,516 N Ogden Ave,Chicago,IL,60642,US,"+17737031442, +13125449099, +17732193313","trix@amovetoremember.com, partnerships@amovetoremember.com, support@amovetoremember.com",,2026-05-11,General Moving Companies in US / CA,2026-06-23T14:22:29.097+03:00,A Move to Remember,has_public,"trix@amovetoremember.com, partnerships@amovetoremember.com, support@amovetoremember.com",ok,skipped,trix@amovetoremember.com,P0,done
Broad Street Movers,broadstreetmovers.com,broadstreetmovers.com,CONSUMER_SERVICES:0.9,"B2B:0.99, B2C:0.92","moving philadelphia:0.7, moving philly:0.66, movers philadelphia:0.64, philly relocating:0.63, philadelphia movers:0.61, services philadelphia:0.6, businesses philadelphia:0.57, logistics moving:0.56, relocation services:0.55, business moving:0.55, pennsylvania moving:0.54, moving services:0.54, service movers:0.53, relocating long:0.5, clients moving:0.49","Broad Street Movers is a local moving and storage company in Philadelphia that offers a range of services for both residential and long-distance moves. Their main functionalities include packing, office and commercial relocation, junk removal, truck and pod loading, and corporate relocation. They provide full-service moving solutions, including express moving to New York City and Washington DC, as well as specialized services for junk disposal and furniture disposal. The company also offers free in-home estimates and has experience with various moving needs across multiple neighborhoods in Philadelphia.","https://www.linkedin.com/company/broad-street-movers, https://facebook.com/broadstreetmovers, https://www.instagram.com/broadstreetmovers",88,1-10M,1-10,2019-07-31,1201 N 3Rd St,Philadelphia,PA,19122,US,+12152751924,info@broadstreetmovers.com,,2026-06-02,General Moving Companies in US / CA,2026-06-23T14:22:29.097+03:00,Broad Street Movers,has_public,info@broadstreetmovers.com,catch_all,deliverable,info@broadstreetmovers.com,P0,done
Extraordinary Movers,extraordinarymovers.com,extraordinarymovers.com,CONSUMER_SERVICES:1.0,"B2B:0.86, B2C:0.96","movers entrusted:0.57, angeles extraordinary:0.52, extraordinary movers:0.51, angeles moving:0.5, residential moving:0.49, moving services:0.49, film locations:0.48, studios handling:0.46, moving company:0.45, business extraordinary:0.45, moving rights:0.44, relocation look:0.43, artists estates:0.4, warehousing valuable:0.36, california clients:0.36","Extraordinary Movers is a moving company based in Los Angeles that specializes in handling and storing valuable items, including artwork, antiques, and fine furniture. They offer services for TV and film location moves, preparing contents for production shoots, and restoring art during strikes. The company emphasizes professionalism and reliability, providing tailored moving solutions to meet the specific needs of their clients, including those involved with film productions and private collectors.","https://www.facebook.com/extraordinary-movers-153864324721448, https://www.facebook.com/pages/extraordinary-movers/153864324721448, https://x.com/extraordinarymo, https://www.yelp.com/biz/b-and-r-movers-west-hollywood-2?osq=b&r+movers",19,1-10M,1-10,2018-01-02,4 Executive Circle,Irvine,CA,92614,US,+13109440690,"schedule@extraordinarymovers.com, info@extraordinarymovers.com",,2026-06-14,General Moving Companies in US / CA,2026-06-23T14:22:29.097+03:00,Extraordinary Movers,has_public,"schedule@extraordinarymovers.com, info@extraordinarymovers.com",ok,skipped,schedule@extraordinarymovers.com,P0,done
Pro Movers Miami,promoversmiami.com,promoversmiami.com,CONSUMER_SERVICES:0.9,"B2B:0.98, B2C:0.84, B2G:0.84","rate movers:0.36, hurricane relocation:0.34, reviews movebuddha:0.2, licensed interstate:0.17, certified crew:0.17, kitchen stuff:0.14, entire corporate park:0.13, building management:0.13, lease situation:0.1, single box:0.1, bedroom long:0.1, dispatch vague:0.07, special kind:0.04, br small:-0.02, content link:-0.04","ProMovers Miami is a moving company that offers local and long-distance moving services in the Miami area. They provide logistics support for residential, commercial, and industrial moves, including packing, wrapping, and storage. Key features include a fully licensed team with extensive experience, free estimates, and a focus on customer satisfaction throughout the move process. The company also offers additional services such as heavy transport, event setup, and packing materials.","https://www.linkedin.com/company/pro-movers-miami, https://www.facebook.com/promoversmiami, https://www.facebook.com/promoversmiamicom, https://www.instagram.com/promoversmiami, https://twitter.com/promoversmiami, https://www.youtube.com/channel/UCYygX7vd2a4Ox_DZeukFn6A, https://www.yelp.com/biz/pro-movers-miami-miami-6",192,<1M,1-10,2017-03-26,475 Brickell Ave,Miami,FL,33131,US,"+13053288577, +13057077007",sales@promoversmiami.com,,2026-06-14,General Moving Companies in US / CA,2026-06-23T14:22:29.097+03:00,Pro Movers Miami,has_public,sales@promoversmiami.com,ok,skipped,sales@promoversmiami.com,P0,done
TDY Moving & Storage,tdymoving.com,tdymoving.com,CONSUMER_SERVICES:0.99,"B2B:0.96, B2C:0.9","moving nyc:0.62, nyc moving:0.61, movers nyc:0.59, nyc movers:0.57, residential moving:0.55, movers manhattan:0.55, moving services:0.54, westchester movers:0.54, movers staten:0.52, moves boroughs:0.48, midtown movers:0.48, moving storage:0.47, moving needs:0.47, relocation support:0.45, services apartments:0.41","TDY Moving is a family-owned moving company based in New York City that offers a range of moving services for residential, commercial, and long-distance moves. Their main functionalities include local and long/long-distance moving, packing, and secure storage solutions tailored to various needs such as furniture, artwork, and fragile items. Key features include same-day and hourly moving options, specialized services for antique and fine art moving, and organized storage solutions for businesses and individuals needing temporary or extended storage. TDY also provides transparent pricing with no hidden fees and has over 30 years of experience in the industry.","https://www.linkedin.com/company/tdy-moving-inc-, https://www.facebook.com/tdymovinginc, https://www.facebook.com/tdymovinginc/reviews, https://www.instagram.com/tdymoving, https://www.instagram.com/tdymoving/?hl=en, https://x.com/andtdy, https://x.com/tdy_moving, https://www.pinterest.com/3fve9lbswhlpkgpdu4ic5yw3lpn5gv",118,1-10M,1-10,2019-02-01,8802 States 550 8Th Ave,New York,NY,10038,US,+13475353131,info@tdymoving.com,,2026-06-02,General Moving Companies in US / CA,2026-06-23T14:22:29.097+03:00,TDY Moving & Storage,has_public,info@tdymoving.com,ok,skipped,info@tdymoving.com,P0,done
Callbox Logistics,callboxlogistics.com,callboxlogistics.com,SUPPLY_CHAIN_AND_PROCUREMENT:1.0,B2B:0.96,"callbox logistics:0.73, logistics customer:0.59, management warehouse:0.54, warehouse inventory:0.5, commercial services:0.5, services project:0.48, services firm:0.47, logistics skip:0.46, home callbox:0.43, warehousing installation:0.41, ff warehousing:0.4, dallas fort:0.39, plans clients:0.38, hospitality installation:0.36, site delivery:0.35","Callbox Logistics is a commercial services firm based in Dallas-Fort Worth that specializes in commercial fast-to-order (FF&E) warehousing and installation. The company manages project management for property improvement plans, allowing clients to focus on their business goals while ensuring efficient logistics solutions. Key services include hospitality installation, warehouse and inventory management, Sequenced Site Delivery, and various other support tailored to client needs.",https://www.linkedin.com/company/callbox-logistics,56,1-10M,1-10,2021-12-08,,Dallas,TX,,US,"+15129214990, +18338711779","info@callboxlogistics.com, tziebarth@callboxlogistics.com",,2026-06-04,General Moving Companies in US / CA,2026-06-23T14:22:29.097+03:00,Callbox Logistics,has_public,"info@callboxlogistics.com, tziebarth@callboxlogistics.com",ok,skipped,info@callboxlogistics.com,P0,done
"Boulder All Star Movers, LLC",boulderallstarmovers.com,boulderallstarmovers.com,CONSUMER_SERVICES:0.98,"B2B:0.89, B2C:0.94","moving logistics:0.56, services freight:0.52, sales boulderallstarmovers:0.52, boulderallstarmovers com:0.51, llc boulder:0.51, movers llc:0.49, boulder star:0.48, shipping moving:0.47, moving services:0.47, policy boulder:0.46, residential moving:0.46, choosing boulder:0.44, moving junk:0.43, star movers:0.41, hourly rate:0.32","Boulder All Star Movers, LLC offers moving services for residential and commercial clients in Colorado. Their main functionalities include providing various moving solutions such as packing assistance, freight removal, and logistics support. They also offer a Moving Checklist tool to help users understand their moving costs and provide tips for effective relocation strategies. The company emphasizes customer satisfaction and aims to deliver reliable service while ensuring compliance with industry standards.","https://www.linkedin.com/company/boulder-all-star-movers-llc., https://www.facebook.com/boulderallstars/?ref=bookmarks, https://www.instagram.com/boulder_all_star_movers, https://www.yelp.com/biz/boulder-all-star-movers-boulder-3",285,1-10M,1-10,2016-10-11,1729 Majestic Drive,Lafayette,CO,80026,US,+17203080966,sales@boulderallstarmovers.com,,2026-06-09,General Moving Companies in US / CA,2026-06-23T14:22:29.097+03:00,Boulder All Star Movers,has_public,sales@boulderallstarmovers.com,ok,skipped,sales@boulderallstarmovers.com,P0,done
Move 4 Less,move4lessllc.com,move4lessllc.com,CONSUMER_SERVICES:0.9,"B2B:1.0, B2C:0.86","commercial moving:0.34, expert relocation:0.29, service packing:0.26, moving minimize downtime:0.18, today upfront pricing:0.17, moving quote today:0.14, solon location:0.14, major credit:0.12, estimate ready:0.11, replacement value:0.11, mobile information:0.1, day availability:0.09, claim rate:0.08, real people:-0.0, overwhelming support:-0.05","Move 4 Less is a moving company based in Solon, Ohio, specializing in local and long-distance moves for residential and commercial clients. They offer transparent pricing with no hidden fees, same-day availability for last-minute moves, and provide full-service packing and loading services. The company also sells moving supplies such as boxes and clothing, and operates a self-storage facility that can be rented out to meet specific needs.","https://www.linkedin.com/company/moveforless, https://www.facebook.com/move4lessllc, https://www.instagram.com/moveforless, https://twitter.com/move4less_llc, https://x.com/move4less_llc",135,1-10M,1-10,2018-12-04,32300 Aurora Road,Solon,OH,44139,US,+12166780002,info@move4lessllc.com,,2026-06-11,General Moving Companies in US / CA,2026-06-23T14:22:29.097+03:00,Move 4 Less,has_public,info@move4lessllc.com,catch_all,deliverable,info@move4lessllc.com,P0,done
Crowning Touch,crowningtouchusa.com,crowningtouchusa.com,"CONSUMER_SERVICES:0.6, RETAIL:0.18",B2C:0.8,"real estate:0.37, auction house:0.36, senior moving services:0.32, estate division:0.31, consignment shop:0.29, moving services:0.25, bidding auction:0.22, moving testimonials request:0.19, senior community:0.16, special item:0.08, regular schedule:0.06, large woven rug:0.06, business model:0.04, play play:-0.04, happy everytime:-0.04","Crowning Touch is a moving company that also offers consignment, auction house services, and real estate sales. Their main functionality includes assisting clients with the packing, resettling, and cleaning of items during their move. They operate an online consignment shop where customers can submit items for sale, conduct monthly auctions, and list properties in Roanoke, VA, as well as providing free estimates for moving costs. The company emphasizes customer satisfaction and aims to build strong relationships with its clients.","https://www.linkedin.com/company/crowning-touch, https://www.facebook.com/crowningtouchauctiongallery, https://www.youtube.com/channel/UCbDRpwz-8HpWSLdNB_vDwhA?sub_confirmation=1, https://www.youtube.com/user/CrowningTouchUSA",83,1-10M,1-10,2019-04-20,6704 Williamson Road Nw,Roanoke,VA,24019,US,"+15409823903, +15409825800, +18889825800","savanna@crowningtouchusa.com, holly@crowningtouchusa.com, auctionhouse@f5mg.us, liz@crowningtouchusa.com, estateshop@f5mg.us, linda@crowningtouchusa.com, liz@f5mg.us, linda@f5mg.us, info@f5mg.us, accounting@crowningtouchusa.com, accounting@f5mg.us, info@crowningtouchusa.com",,2026-06-05,General Moving Companies in US / CA,2026-06-23T14:22:29.097+03:00,Crowning Touch,has_public,"savanna@crowningtouchusa.com, holly@crowningtouchusa.com, auctionhouse@f5mg.us, liz@crowningtouchusa.com, estateshop@f5mg.us, linda@crowningtouchusa.com, liz@f5mg.us, linda@f5mg.us, info@f5mg.us, accounting@crowningtouchusa.com, accounting@f5mg.us, info@crowningtouchusa.com",ok,skipped,savanna@crowningtouchusa.com,P0,done
McLure Moving and Storage,vermontmovers.com,vermontmovers.com,SUPPLY_CHAIN_AND_PROCUREMENT:1.0,"B2B:0.67, B2C:0.51","trucking associations:0.53, relocation storage:0.53, storage vermont:0.5, vermonters relocation:0.49, vermont movers:0.48, moving storage:0.48, moving industry:0.46, industry mclure:0.43, american trucking:0.43, mclure moving:0.43, service retaining:0.42, accreditations mclure:0.41, moving mc:0.41, movers local:0.39, visit ata:0.3","McLure Moving and Storage is a local moving company in Vermont that offers relocation services and storage solutions. They provide free quotes for various types of moves, including furniture, home appliances, and clothing, catering to both individual customers and businesses with multiple locations across the state. The company emphasizes quality service through its accredited memberships and has been operating since 1915, focusing on customer satisfaction and community support.",https://www.linkedin.com/company/mclure-moving-&-storage-inc.,122,1-10M,1-10,2018-02-17,167 Colchester Rd. Rt. 2A,Essex Junction,VT,05453,US,+18028780902,sales@vermontmovers.com,,2026-06-13,General Moving Companies in US / CA,2026-06-23T14:22:29.097+03:00,McLure Moving and Storage,has_public,sales@vermontmovers.com,unknown,deliverable,sales@vermontmovers.com,P0,done
Birch Circle Movers,alwaysonthemove.net,alwaysonthemove.net,CONSUMER_SERVICES:0.99,"B2B:0.99, B2C:0.91","residential moving:0.56, residential movers:0.54, california residential:0.54, relocation services:0.54, moving company:0.52, moving services:0.51, movers service:0.51, relocating workplace:0.51, specialty relocation:0.49, home relocating:0.49, company san:0.49, moves condo:0.47, moving storage:0.47, moving commercial:0.42, homes offices:0.41","Birch Circle Movers is a moving company based in San Rafael, CA, specializing in residential and commercial moves. They offer services such as packing, unpacking, and storage for household items and business equipment. The team consists of experienced movers who focus on providing personalized support and ensuring customer satisfaction throughout the move process. Additionally, they provide eco-friendly solutions like solar energy installations and encourage community involvement through their Always On the Move initiative.","https://www.linkedin.com/company/birch-circle-movers, https://www.facebook.com/birchcirclemovers, https://www.yelp.com/biz/birch-circle-movers-san-rafael",41,<1M,1-10,2020-07-19,4322 Redwood Hwy #200,San Rafael,CA,94903,US,+14156723574,info@alwaysonthemove.net,,2026-06-09,General Moving Companies in US / CA,2026-06-23T14:22:29.097+03:00,Birch Circle Movers,has_public,info@alwaysonthemove.net,ok,skipped,info@alwaysonthemove.net,P0,done
Johnnie T. Melia Moving & Storage,jtmeliamoving.com,jtmeliamoving.com,CONSUMER_SERVICES:1.0,"B2B:0.99, B2C:0.95","moving houston:0.65, houston moving:0.64, movers houston:0.61, houston movers:0.61, storage houston:0.58, houston customers:0.57, based houston:0.57, services houston:0.56, contact houston:0.55, houston homeowners:0.54, branch houston:0.54, reviews houston:0.54, houston trusted:0.53, houston neighborhoods:0.53, experience houston:0.52","Johnnie T. Melia Moving & Storage is a family-owned moving company based in Houston, specializing in residential and commercial moves. They offer services such as long-distance moving, packing, storage solutions, and renovation assistance for homes and businesses. The company employs trained crews, including certified professionals, and provides transparent pricing with no hidden fees or surprises. With over 55 years of experience, they focus on customer satisfaction and timely service throughout the moving process.","https://www.linkedin.com/company/johnnie-t.-melia-co.-inc., https://www.facebook.com/jtmeliamoving, https://www.facebook.com/jtmeliamoving/reviews, https://www.youtube.com/user/JTMeliaMoving, https://www.yelp.com/biz/johnnie-t-melia-moving-and-storage-houston-3",382,<1M,1-10,2017-02-08,2527 Fairway Park Dr,Houston,TX,77092,US,"+17136838585, +17132072222, +17133711400, +17136354000, +18323938040, +18323948802, +18883684689",info@jtmeliamoving.com,,2026-06-08,General Moving Companies in US / CA,2026-06-23T14:22:29.097+03:00,Johnnie T. Melia Moving & Storage,has_public,info@jtmeliamoving.com,ok,skipped,info@jtmeliamoving.com,P0,done
Cadogan Tate,whiteglovedelivery.com,whiteglovedelivery.com,"SUPPLY_CHAIN_AND_PROCUREMENT:0.89, CONSUMER_SERVICES:0.06","B2B:0.87, B2C:0.85","austin facilities:0.56, services austin:0.55, enquiry austin:0.52, art shipping:0.51, drive austin:0.51, austin tx:0.5, transportation storage:0.5, storage shuttle:0.49, storage centers:0.47, shipping storage:0.45, facilities shipping:0.43, managed warehousing:0.41, weekly shuttle:0.4, residential yacht:0.39, items locations:0.39","Cadogan Tate offers shipping, storage, and installation services specifically for fine art professionals, including interior designers and residential yacht owners. Their facilities are climate-controlled, equipped with private viewing rooms, and feature advanced security measures to protect sensitive items. They provide tailored transportation solutions, including express delivery and drop-off options, as well as a barcode tracking system for inventory management. The company has over 60,000 square feet of bespoke storage space and employs master builders for efficient handling of collections.","https://www.linkedin.com/company/cadogan-tate-fine-art, https://www.linkedin.com/company/white-glove-delivery, https://www.facebook.com/cadogantate, https://www.facebook.com/cadogantatenewyork, https://www.facebook.com/wgstorageanddelivery, https://www.instagram.com/cadogantate",156,1-10M,1-10,2018-07-04,301 Norman Ave,New York,NY,11222,US,+15124901500,austininfo@cadogantate.com,cadogantate.com,2026-06-13,General Moving Companies in US / CA,2026-06-23T14:22:29.097+03:00,Cadogan Tate,has_public,austininfo@cadogantate.com,ok,skipped,austininfo@cadogantate.com,P0,done
Guindon Moving & Storage,michiganmover.com,michiganmover.com,CONSUMER_SERVICES:0.99,"B2B:0.92, B2C:0.94","michigan moving:0.6, mover michigan:0.59, wisconsin movers:0.51, peninsula movers:0.51, services michigan:0.48, illinois movers:0.48, kentucky movers:0.47, movers packing:0.46, movers request:0.46, military movers:0.45, northern michigan:0.43, moving storage:0.43, service moving:0.43, marquette mi:0.41, guindon moving:0.37","Guindon Moving & Storage is a moving company based in Michigan's Upper Peninsula, offering a range of services including local, labor-only, senior, and long-distance moves. They provide packing services, office/ commercial, and specialized moves such as junk removal and furniture installation. The company operates a fleet of 12 air-cushioned trucks and over 100,000 square feet of storage facilities, ensuring reliable support for residential, commercial, or special needs moving. Customers can request free quotes online or by phone, and the company emphasizes customer satisfaction with a focus on timely and professional service.","https://www.linkedin.com/company/guindon-moving-&-storage, https://www.facebook.com/guindonmoving/?fref=ts, https://www.instagram.com/guindonmovingandstorage, https://www.youtube.com/channel/UCmZiBhQWYo9tdQ_rFwe6SOw",254,1-10M,1-10,2017-03-08,1600 3Rd Avenue N,Escanaba,MI,49829,US,"+19067866560, +18005621075, +18006280927, +19062731199, +19064754139, +19064757026, +19067866561, +19067867775","scott@michiganmover.com, wendy@michiganmover.com",,2026-05-20,General Moving Companies in US / CA,2026-06-23T14:22:29.097+03:00,Guindon Moving & Storage,has_public,"scott@michiganmover.com, wendy@michiganmover.com",catch_all,deliverable,scott@michiganmover.com,P0,done
Mashav Relocation,mashavrelocation.com,mashavrelocation.com,CONSUMER_SERVICES:1.0,"B2B:0.62, B2C:0.94","moving maryland:0.54, state moving:0.5, relocation local:0.46, relocation offers:0.45, alaska al:0.45, state ak:0.44, state select:0.41, interstate local:0.41, moving family:0.4, 2016 moving:0.4, alabama ar:0.4, bedrooms 6500:0.38, dakota tn:0.36, zip code:0.31, insured mashav:0.28","Mashav Relocation is a moving company that offers professional relocation services in Maryland and surrounding areas. Their main functionality includes long-distance moves, local moving for families and businesses, and providing packing materials and transportation solutions. Key features include free quotes, a commitment to customer service, and a focus on building trust through transparent pricing and personalized support. They also offer specialized services such as storage options and furniture assembly.","https://facebook.com/10105492328746014, https://facebook.com/10155380433476036, https://facebook.com/10157326852841786, https://facebook.com/10158883473217210, https://facebook.com/102251804935763, https://facebook.com/1117088028469809, https://facebook.com/112176573173859, https://facebook.com/138285414642492, https://facebook.com/64121052412/reviews, https://www.facebook.com/mashavrelocation, https://twitter.com/mashavrelocatio, https://www.yelp.com/biz/mashav-relocation-beltsville-3",130,1-10M,1-10,2017-02-24,12022 Old Baltimore Pike,Baltimore,MD,12022,US,"+18667753121, +12405424533",info@mashavrelocation.com,,2026-06-03,General Moving Companies in US / CA,2026-06-23T14:22:29.097+03:00,Mashav Relocation,has_public,info@mashavrelocation.com,ok,skipped,info@mashavrelocation.com,P0,done
