Name,Input:Domain,Domain,Industry Groups,Business Model,Keywords,Description,Social URLs,Score,Revenue Range,Employees,Start Date,Street,City,State,Zip,Country,Phones,Public Emails,Redirect Domain,Update Date,query_name,ingested_at,company_clean,segment,public_emails_clean,MV,BB,Final Email,Source,Status
Exela Movers,exelamovers.com,exelamovers.com,CONSUMER_SERVICES:0.93,"B2B:0.96, B2C:0.96","moving services:0.49, moving services fast:0.43, services fast:0.22, quote request:0.13, normal life:0.09, var newsletter:0.01","Exela Movers is a moving company that offers local, commercial, and packing services for residential and commercial moves. Their main functionality includes providing packing solutions, storage options, and assistance with long-distance moves. Key features include personalized moving plans, professional packing assistance, and a variety of rental products such as furniture and accessories. Customers can request quotes, schedule moving appointments, and access resources to help navigate their relocation needs.","https://www.linkedin.com/company/exela-movers-llc, https://www.facebook.com/exelamoversboston, https://www.yelp.com/biz/exela-movers-boston-2, https://yelp.com/biz/exela-movers-boston-2?utm_medium=badge_star_rating_reviews&utm_source=biz_review_badge",78,<1M,1-10,2022-10-25,867 Boylston St,Boston,MA,02199,US,,move@exelamovers.com,,2026-06-12,General Moving Companies in US / CA 2,2026-06-23T14:36:09.569+03:00,Exela Movers,has_public,move@exelamovers.com,ok,skipped,move@exelamovers.com,P0,done
Extra Help Movers,extrahelpmovers.com,extrahelpmovers.com,CONSUMER_SERVICES:0.9,"B2B:0.9, B2C:0.98","beacon ny:0.49, ny based:0.47, movers beacon:0.46, moving residential:0.44, help movers:0.44, county ny:0.44, shokan westchester:0.42, moves hudson:0.42, valley movers:0.42, moving service:0.41, movers 845:0.4, newburgh peekskill:0.39, plattekill pleasantville:0.36, affordable local:0.34, warwick wawarsing:0.33","Extra Help Movers is a family-owned moving company based in Beacon, NY, offering affordable moving services for residential and commercial moves across the Hudson Valley, NYC, New Jersey, and surrounding areas. Their main functionalities include local, long distance, interstate, and office relocations, along with same-day moving services. The company emphasizes transparent pricing, ensuring that clients receive personalized support throughout the relocation process, including packing, unpacking, and storage solutions. They also provide specialized services like home staging and emergency moving assistance to help customers plan their move effectively.",https://www.facebook.com/extrahelpmovers,104,1-10M,1-10,2019-02-03,18 Clearwater Ct,Beacon,NY,12508,US,+18452054278,info@extrahelpmovers.com,,2026-05-29,General Moving Companies in US / CA 2,2026-06-23T14:36:09.569+03:00,Extra Help Movers,has_public,info@extrahelpmovers.com,catch_all,deliverable,info@extrahelpmovers.com,P0,done
EZ Moving LLC,ezmovingnow.com,ezmovingnow.com,CONSUMER_SERVICES:0.96,"B2B:0.99, B2C:0.92","moving denver:0.61, residential moving:0.6, moves residential:0.57, business relocating:0.55, business moving:0.55, moving ez:0.53, moving storage:0.53, professional moving:0.52, relocations seamless:0.52, comprehensive moving:0.5, moving llc:0.49, professional movers:0.49, moving offers:0.47, residential storage:0.46, customized moving:0.45","EZ Moving is a professional moving company based in Denver that offers a range of services for both residential and commercial moves. Their main functionalities include local residential relocations, long-distance moving, labor only services, secure storage solutions, and furniture removal. EZ Moving emphasizes transparent pricing with no hidden fees, employs trained professionals to ensure efficient packing and transportation, and provides after-hours support to address any relocation concerns.",,104,1-10M,1-10,2020-01-17,5180 Fox St.,Denver,CO,80216,US,"+13037891323, +13039004819",move@ezmovingnow.com,,2026-06-03,General Moving Companies in US / CA 2,2026-06-23T14:36:09.569+03:00,EZ Moving,has_public,move@ezmovingnow.com,ok,skipped,move@ezmovingnow.com,P0,done
Fabulous Movers,fabulousmovers.com,fabulousmovers.com,CONSUMER_SERVICES:1.0,"B2B:0.9, B2C:0.94","residential moving:0.66, movers seattle:0.65, seattle moving:0.64, movers locations:0.6, professional movers:0.59, movers provide:0.59, movers care:0.57, bellevue moving:0.57, moving apartment:0.57, professional moving:0.57, moving business:0.54, moving services:0.53, reputable moving:0.51, contacting moving:0.5, moving packing:0.5","Fabulous Movers is a moving company based in Seattle that offers a range of services for residential, commercial, and long-distance moves. Their main functionality includes providing packing, loading, unloading, and unpacking services, as well as specialized moving for seniors and those relocating out of town. Key features include competitive pricing with no hidden fees, personalized consultations to tailor the move strategy, and a commitment to customer satisfaction through reviews and testimonials. They also offer free shipping on orders over $100 and provide flexible payment options, including interest-free installments and flat rates.",https://www.facebook.com/fabulousmovers,79,1-10M,1-10,2019-08-22,13529 131St Pl Ne,Kirkland,WA,98034,US,"+14254394609, +14254039008",info@fabulousmovers.com,,2026-05-26,General Moving Companies in US / CA 2,2026-06-23T14:36:09.569+03:00,Fabulous Movers,has_public,info@fabulousmovers.com,ok,skipped,info@fabulousmovers.com,P0,done
Fast Fietz Moving and Storage,fastfietzmoving.com,fastfietzmoving.com,CONSUMER_SERVICES:0.99,"B2B:0.92, B2C:0.98","moving austin:0.67, residential moving:0.65, moving residential:0.64, austin moving:0.63, moving apartment:0.59, tx moving:0.59, tx residential:0.56, moving needs:0.54, moving office:0.54, storage residential:0.54, moving services:0.53, moving storage:0.52, austin downtown:0.51, local movers:0.5, services austin:0.49","GTSFX Master is an online trading platform that offers forex, cryptocurrencies, and digital assets for users of all skill levels. It provides real-time trading tools, advanced security measures such as cold wallet encryption, and low transaction fees. Users can create accounts, access market data, and utilize a mobile app with charts and performance analytics. The platform also supports both instant exchange and fixed-price (CFDs) trading options, along with 24/7 customer support to assist traders with their trading needs.","https://www.instagram.com/fastfietzmoving/?hl=en, https://www.yelp.com/biz/fast-fietz-moving-austin?osq=fast+fietz+moving",151,1-10M,1-10,2016-12-12,9810 Old Lockhart Rd,Austin,TX,78747,US,+15129389956,cody@fastfietzmoving.com,,2026-06-09,General Moving Companies in US / CA 2,2026-06-23T14:36:09.569+03:00,Fast Fietz Moving and Storage,has_public,cody@fastfietzmoving.com,catch_all,deliverable,cody@fastfietzmoving.com,P0,done
1st Choice Moving,firstchoicemoving.ca,firstchoicemoving.ca,CONSUMER_SERVICES:0.89,"B2B:0.59, B2C:0.9","services movers:0.62, local movers:0.6, canada movers:0.6, affordable moving:0.6, residential moving:0.59, movers provide:0.59, moving recommended:0.58, movers reliable:0.56, movers cost:0.56, trusted moving:0.55, professional movers:0.55, office movers:0.53, professional moving:0.53, haul relocations:0.49, belongings moving:0.49","1st Choice Movers is a local moving company in Canada that offers a range of moving services, including residential moves, long-distance relocations, office transfers, and packing. Their main functionality is to provide reliable and efficient moving solutions tailored to individual client needs, ensuring that belongings are safe and arrive safely across the country. Key features include transparent pricing, professional service, and a commitment to customer satisfaction, with a focus on building trust through honest communication and personalized support.","https://www.linkedin.com/company/1st-choice-moving-storage, https://www.instagram.com/1stchoicemovingkelowna",75,1-10M,1-10,2018-06-07,S Kelowna North Kelowna West,Kelowna,BC,,CA,+17784789629,info@firstchoicemoving.ca,,2026-06-01,General Moving Companies in US / CA 2,2026-06-23T14:36:09.569+03:00,1st Choice Moving,has_public,info@firstchoicemoving.ca,ok,skipped,info@firstchoicemoving.ca,P0,done
Fitton Moving & Storage,fittonmoving.com,fittonmoving.com,"CONSUMER_SERVICES:0.83, SUPPLY_CHAIN_AND_PROCUREMENT:0.14","B2B:0.95, B2C:0.96","storage fitchburg:0.65, moving storage:0.53, storage facility:0.53, facility fitchburg:0.51, storage fitton:0.49, fitchburg massachusetts:0.48, storage company:0.48, storage location:0.47, storage offers:0.45, storage household:0.43, relocations sized:0.41, massachusetts area:0.4, moving company:0.37, unit rental:0.36, mover 2008:0.35","Fitton Moving & Storage Inc. is a family-owned moving and self-storage service based in Fitchburg, Massachusetts, specializing in both local and long-distance moves, as well as international relocations. They offer secure storage units for equipment, vehicles, and furniture that may need to be stored securely. The company provides free estimates and has been operating since 1945, serving clients in the area since 2003 and is recognized as a member of the American Moving and Storage Association.",,152,1-10M,1-10,2017-08-12,161 Benson St,Fitchburg,MA,01420,US,"+18006404516, +19783426789, +19783454314",info@fittonmoving.com,,2026-06-07,General Moving Companies in US / CA 2,2026-06-23T14:36:09.569+03:00,Fitton Moving & Storage,has_public,info@fittonmoving.com,ok,skipped,info@fittonmoving.com,P0,done
Five Star Residential and Commercial Movers,fivestarresidential.ca,fivestarresidential.ca,CONSUMER_SERVICES:1.0,"B2B:0.97, B2C:0.93","residential moving:0.64, commercial moving:0.56, commercial movers:0.56, professional moving:0.54, moving services:0.54, moving partner:0.53, trusted moving:0.51, movers home:0.5, star residential:0.49, accommodating movers:0.49, need calgary:0.47, approach moving:0.47, needs moving:0.47, services residential:0.46, consultations moving:0.44","Five Star Residential and Commercial Movers is a moving company based in Calgary that offers residential and commercial moving services. They provide a range of services including packing, cleaning, downsizing, organizing, and donation for waste. The team focuses on making the moving process smooth and stress-free through tailored solutions, ensuring customer satisfaction throughout the move. They also offer free estimates to help clients understand their moving needs and facilitate easy communication with relocation professionals.","https://www.instagram.com/five_star_residential, https://x.com/five_starmoving",79,1-10M,1-10,2023-05-02,1003 55 Ave Ne,Calgary,AB,T2E 6W1,CA,+14032337212,info@fivestarresidential.ca,,2026-06-02,General Moving Companies in US / CA 2,2026-06-23T14:36:09.569+03:00,Five Star Residential and Commercial Movers,has_public,info@fivestarresidential.ca,catch_all,deliverable,info@fivestarresidential.ca,P0,done
Fully Loaded Deliveries,fullyloadeddeliveries.com,fullyloadeddeliveries.com,CONSUMER_SERVICES:0.92,"B2B:0.94, B2C:0.98","luxury storage:0.47, glove delivery:0.46, designer installation services:0.43, premium packing:0.37, interior designer:0.35, free handling:0.33, exceptional customer service:0.32, upholstered furniture:0.31, distance residential:0.27, moving process:0.26, art collector:0.25, discover expert:0.2, electronic typesetting:0.16, meticulous care:0.16, comparison guide:0.15","Fully Loaded Deliveries is a moving and warehousing service in Arizona that specializes in white-glove packing, storage, and designer installations. The company offers specialized services for high-value items such as furniture, fine art, and electronics, ensuring meticulous care and quality throughout the moving process. Key features include efficient packing and unpacking, advanced security and monitoring at their secure facilities, and expert installation services tailored for designers and collectors.","https://www.linkedin.com/company/fully-loaded-deliveries, https://www.facebook.com/fullyloadeddeliveriesarizona, https://www.instagram.com/fldeliveries",186,1-10M,1-10,2018-01-06,750 E Lone Cactus Drive,Phoenix,AZ,85024,US,"+14803078077, +14804854265, +14805821547","termsofuse@fullyloadeddeliveries.com, jeff@cravenfirm.com, dev@stringcaninteractive.com, privacy@fullyloadeddeliveries.com, office@fullyloadeddeliveries.com",,2026-06-13,General Moving Companies in US / CA 2,2026-06-23T14:36:09.569+03:00,Fully Loaded Deliveries,has_public,"termsofuse@fullyloadeddeliveries.com, jeff@cravenfirm.com, dev@stringcaninteractive.com, office@fullyloadeddeliveries.com",ok,skipped,termsofuse@fullyloadeddeliveries.com,P0,done
Gastley's Moving And Storage Inc,gastleysmovers.com,gastleysmovers.com,CONSUMER_SERVICES:0.9,"B2B:0.86, B2C:0.88","biglerville pa:0.55, movers biglerville:0.54, movers local:0.47, road biglerville:0.47, office biglerville:0.45, storage company:0.45, moving storage:0.44, company moved:0.42, moving services:0.41, pa 717:0.4, pa gastley:0.39, moved md:0.38, rv gastley:0.37, insured papuc:0.34, licensed bonded:0.3","Gastley's Moving and Storage Inc is a family-owned moving company based in Biglerville, PA, operating since 1964. They provide local, long-distance, and international moving services, including containerized packing for items like pianos and antiques. The team is experienced in handling heavy lifting and offers personalized solutions to help clients manage their moving needs efficiently. Gastley's is affiliated with National Van Lines Inc and holds PAPUC#A00107072, ensuring compliance with local regulations.","https://www.youtube.com/@GastleysMovingandStorage, https://www.yelp.com/biz/gastleys-moving-and-storage-biglerville",113,1-10M,1-10,2021-05-03,65 Mauss Road,Biglerville,PA,17307,US,+17173341579,gastleysmoving@earthlink.net,,2026-06-03,General Moving Companies in US / CA 2,2026-06-23T14:36:09.569+03:00,Gastley's Moving And Storage,has_public,gastleysmoving@earthlink.net,unknown,deliverable,gastleysmoving@earthlink.net,P0,done
"Germantown Moving & Storage, LLC",germantownmoving.com,germantownmoving.com,CONSUMER_SERVICES:0.91,B2C:0.94,"affordable moving:0.35, job packing:0.29, nice job packing:0.24, personalized service:0.2, customer service:0.19, bulk pick:0.16, difficult place:0.13, new house:0.12, office worker:0.02, time frame:-0.01, flat rate:-0.01, nice job:-0.03, large piece:-0.03, nice people:-0.03","Germantown Moving & Storage, LLC offers affordable moving services and packing materials in Montgomery County, Maryland. They provide personalized moving assistance and have a team of trained movers who handle various types of belongings, including furniture, electronics, and home decor. The company operates 24/7 and emphasizes quality service with a focus on customer satisfaction and competitive pricing.","https://www.linkedin.com/company/germantown-moving-&-storage-llc, https://www.facebook.com/germantownmovingandstorage, https://www.instagram.com/germantownmoving",78,<1M,1-10,2013-03-26,Po Box 10735,Gaithersburg,MD,20898,US,+13012580017,info@germantownmoving.com,,2026-06-12,General Moving Companies in US / CA 2,2026-06-23T14:36:09.569+03:00,Germantown Moving & Storage,has_public,info@germantownmoving.com,ok,skipped,info@germantownmoving.com,P0,done
Get It Done Moving Co.,getitdonemovingco.com,getitdonemovingco.com,CONSUMER_SERVICES:0.89,"B2B:0.96, B2C:0.94","movers schertz:0.58, moving service:0.57, moving schertz:0.56, schertz tx:0.56, customers schertz:0.56, tx movers:0.54, tx moving:0.52, serve schertz:0.5, moving needs:0.5, professional movers:0.49, reliable movers:0.48, specialty moving:0.47, moving best:0.47, packing services:0.42, home services:0.39","Get It Done Moving is a family-owned moving company based in Schertz, TX, offering a range of moving services including local, long-distance, and specialized packing solutions. They provide free estimates for both domestic and international moves, ensuring customer satisfaction through exceptional service and competitive pricing. The company emphasizes safety, professionalism, and reliability, with trained movers who handle logistics and ensure the safe transportation of belongings. Additionally, they offer flat-rate shipping options and have a dedicated team to assist clients throughout the move process.","https://www.facebook.com/getitdonemoving, https://www.instagram.com/greendoormovers, https://www.instagram.com/wegetitdonemoving",81,1-10M,1-10,2023-09-26,,Schertz,TX,78108,US,"+12102686461, +12103617241",darius@getitdonemovingco.com,,2026-06-08,General Moving Companies in US / CA 2,2026-06-23T14:36:09.569+03:00,Get It Done Moving,has_public,darius@getitdonemovingco.com,catch_all,deliverable,darius@getitdonemovingco.com,P0,done
Get There Moving,gettheremoving.com,gettheremoving.com,CONSUMER_SERVICES:0.91,"B2B:0.9, B2C:0.83","furniture deliveries:0.54, furniture delivery:0.53, nyc movers:0.52, packing services:0.51, packing moving:0.5, storage moving:0.5, practices packing:0.49, moving needs:0.47, delivery house:0.46, moving home:0.46, movers care:0.45, moving clients:0.45, security furniture:0.39, moving local:0.39, expo centers:0.32","Get There Moving (GMM) is a moving company that provides a range of services for residential and long-distance moves in the NYC metro area. Their main functionalities include furniture delivery, packing services, private storage with 24/7 security, and specialized move support for trade shows. GTM emphasizes customer satisfaction by offering personalized service, experienced crews, and climate-controlled storage options tailored to individual needs. They also provide specialized move packages that include additional costs such as travel and insurance.",https://www.yelp.com/biz/get-there-llc-moving-brooklyn,103,1-10M,1-10,2020-11-22,649 Morgan Avenue,Brooklyn,NY,11222,US,,info@gettheremoving.com,,2026-06-12,General Moving Companies in US / CA 2,2026-06-23T14:36:09.569+03:00,Get There Moving,has_public,info@gettheremoving.com,catch_all,deliverable,info@gettheremoving.com,P0,done
Global Van Lines,globalvanlines.com,globalvanlines.com,"SUPPLY_CHAIN_AND_PROCUREMENT:0.53, CONSUMER_SERVICES:0.46","B2B:0.92, B2C:0.96","relocation service:0.55, residential moving:0.53, moving services:0.53, residential movers:0.51, moving trucks:0.49, deliver moving:0.49, movers global:0.48, overseas moving:0.47, global van:0.47, moving concierge:0.46, moving destinations:0.45, moving network:0.44, moving storage:0.43, equipment rentals:0.42, pickup zipcode:0.37","Global Van Lines is a moving company that offers a range of relocation services for both residential and commercial moves. Their main functionalities include providing moving and storage solutions, home inspections, language training, and equipment rentals. They operate a single point-of-contact system for all moving needs, reserve moving trucks, and offer personalized moving consulting to ensure smooth processes. With over 85 years of experience, they cater to various relocation needs across the U.S., including long-distance and local moves.","https://www.linkedin.com/company/global-van-lines-inc, https://www.linkedin.com/company/globalvanlines, https://facebook.com/globalvanlines, https://www.instagram.com/globalvanlines, https://twitter.com/globalvanlines, https://x.com/globalvanlines",131,1-10M,1-10,2016-05-17,101 E. Washington Blvd,Fort Wayne,IN,,US,"+12604292511, +18008230395, +12604292755, +12604293135, +13126166560, +13128190404",privacy.administrator@sirva.com,,2026-06-11,General Moving Companies in US / CA 2,2026-06-23T14:36:09.569+03:00,Global Van Lines,has_public,privacy.administrator@sirva.com,ok,skipped,privacy.administrator@sirva.com,P0,done
Golden Bay Relocation,goldenbayrelocation.com,goldenbayrelocation.com,CONSUMER_SERVICES:0.89,"B2B:0.94, B2C:0.9","apartment moving:0.45, area moving experience:0.39, local moving:0.36, storage company:0.36, medium storage:0.28, rearranging project:0.18, office furniture:0.18, entire corporation:0.15, submit experience:0.09, heavy lifting:0.09, single item:0.08, basic coverage:0.05, shrink wrap:0.03, new life chapter:0.0, free quote:-0.03","Golden Bay Movers is a moving and storage company based in the San Francisco Bay Area, specializing in residential and commercial moves. They offer local moving services, long-distance relocations to California and beyond, as well as specialized packing and heavy lifting for pianos. The company provides all-inclusive pricing with no hidden fees, ensuring customer satisfaction throughout the moving process. Additionally, Golden Bay Relocation features premium storage facilities equipped with modern technology such as CCTV systems and alarms for secure access during transfers.","https://www.linkedin.com/company/golden-bay-movers, https://www.yelp.com/biz/golden-bay-movers-san-francisco",112,<1M,1-10,2020-05-17,1159 Sonora Court,Sunnyvale,CA,94086,US,+14156689562,hello@goldenbayrelocation.com,,2026-06-11,General Moving Companies in US / CA 2,2026-06-23T14:36:09.569+03:00,Golden Bay Relocation,has_public,hello@goldenbayrelocation.com,ok,skipped,hello@goldenbayrelocation.com,P0,done
Golden Van Line,goldenvanline.com,goldenvanline.com,CONSUMER_SERVICES:1.0,"B2B:1.0, B2C:0.87","jersey moving:0.56, company nj:0.51, jersey clients:0.5, jersey apartment:0.48, new jersey:0.48, van line:0.47, business moving:0.47, nj help:0.47, golden van:0.46, moving service:0.46, commercial movers:0.45, commercial relocation:0.44, shop moving:0.44, goldenvanline com:0.44, movers 877:0.43","Golden Van Line is a moving company based in New Jersey that offers commercial moving, long-distance moving, and self-storage solutions. They provide professional movers for various types of moves, including residential, commercial, and state-to-state relocations. Key features include 24/7 customer support, transparent communication, and advanced storage technology to ensure the safe and secure handling of belongings. The company has been operating since 2016 and has completed over 1,000 moves for families and companies across New Jersey.",,90,1-10M,1-10,2019-07-10,265 Malcolm Ave,Garfield,NJ,07026,US,+18773465336,info@goldenvanline.com,,2026-06-09,General Moving Companies in US / CA 2,2026-06-23T14:36:09.569+03:00,Golden Van Line,has_public,info@goldenvanline.com,unknown,deliverable,info@goldenvanline.com,P0,done
Golden Years Moving Co.,goldenyearsmoving.com,goldenyearsmoving.com,CONSUMER_SERVICES:1.0,B2C:0.93,"years moving:0.48, seniors transition:0.44, moving important:0.41, moving company:0.4, home golden:0.4, moving works:0.4, moving offers:0.39, golden years:0.39, traditional movers:0.38, assistance seniors:0.36, downsizing belongings:0.31, bazaart_edited golden:0.31, home utilities:0.27, greenville sc:0.27, financial family:0.25","Golden Years Moving is a moving company that specializes in providing support and assistance for seniors during their moves. They offer services such as packing, downsizing, organizing belongings, setting up home setups, and ensuring the safe disposal of personal effects. The company emphasizes personalized service, flexible pricing options, and a network of professionals to help clients navigate their moving needs effectively.",https://www.facebook.com/goldenyearsmoving,81,<1M,1-10,2019-10-08,12 Terra Lane,Greenville,SC,29615,US,+18649013870,info@goldenyearsmoving.com,,2026-06-09,General Moving Companies in US / CA 2,2026-06-23T14:36:09.569+03:00,Golden Years Moving,has_public,info@goldenyearsmoving.com,catch_all,deliverable,info@goldenyearsmoving.com,P0,done
Good Guys Moving,goodguysmovingkc.com,goodguysmovingkc.com,CONSUMER_SERVICES:1.0,"B2B:0.93, B2C:0.97","moving kansas:0.67, ks moving:0.61, movers kansas:0.56, ks movers:0.52, residential moving:0.48, moving town:0.47, moving johnson:0.47, county kansas:0.46, movers overland:0.46, downtown kansas:0.46, leawood ks:0.44, services kansas:0.44, moving agree:0.43, bedrooms far:0.38, distance enjoy:0.36","Good Guys Moving is a moving company based in Johnson County and Kansas City, KS, offering a variety of moving services for residential, commercial, and long-distance moves. Their main functionality includes packing, transporting, and setting up new homes or offices, ensuring safe and efficient relocation processes. Key features include specialized senior moving services, transparent pricing with no hidden fees, and a commitment to customer satisfaction through rigorous training programs and high-quality packaging materials. They also provide moving tips and resources to assist clients throughout the move process.",https://www.facebook.com/good-guys-moving-kansas-city-104053771486907,85,1-10M,1-10,2020-09-17,,Kansas City,MO,,US,+19135155287,info@goodguysmovingkc.com,,2026-05-20,General Moving Companies in US / CA 2,2026-06-23T14:36:09.569+03:00,Good Guys Moving,has_public,info@goodguysmovingkc.com,ok,skipped,info@goodguysmovingkc.com,P0,done
"Phoenix Moving, Inc.",gophoenixmoving.com,gophoenixmoving.com,CONSUMER_SERVICES:0.9,"B2B:0.95, B2C:0.98","affordable moving:0.54, partial packing service:0.5, packing help:0.45, specific moving:0.34, travel time:0.24, convenient experience:0.19, houry rate:0.17, additional truck:0.17, quality service:0.13, price base:0.12, free instant quote:0.12, credit card:0.1, delicate handling:0.07, loading help unloading:0.06, real people:0.02","Phoenix Moving is a professional moving company based in the Boston area that offers residential and commercial moving services. They provide free online estimates, flexible pricing options, and specialized packing solutions such as full packing, storage assistance, and moving trucks. The company is fully licensed and insured, ensuring quality service with a 100% on-time guarantee, and they offer tailored quotes to meet individual customer needs.","https://www.facebook.com/phoenixmoving, https://www.instagram.com/phoenixmoving, https://www.instagram.com/phoenixmovingboston, https://twitter.com/phoenix_moving, https://www.twitter.com/phoenixmoving, https://www.yelp.com/biz/phoenix-moving-and-storage-natick-4, https://www.yelp.com/biz/phoenix-moving-natick-6",92,1-10M,1-10,2022-03-17,18 Lakeview Gardens,Natick,MA,01760,US,+15083159458,"info@gophoenixmoving.com, info@phoenixmoving.com",,2026-06-08,General Moving Companies in US / CA 2,2026-06-23T14:36:09.569+03:00,Phoenix Moving,has_public,"info@gophoenixmoving.com, info@phoenixmoving.com",catch_all,deliverable,info@gophoenixmoving.com,P0,done
Schiele Enterprises,goschiele.com,goschiele.com,"CONSUMER_SERVICES:0.66, SUPPLY_CHAIN_AND_PROCUREMENT:0.24","B2B:0.95, B2C:0.66, B2G:0.88","corporate relocation helpful:0.57, schiele enterprise:0.54, service moving:0.46, enterprise company:0.3, company request:0.27, timely delivery:0.24, art warehousing:0.16, customer satisfaction:0.15, dedicated staff:0.15, long distance:0.13, support emergency relief:0.13, hard work:0.07, pleasant experience:0.06, possible score:0.03, spectacular people:0.02","Schiele Enterprises is a moving company that provides a range of relocation services for both local and commercial clients, including corporate, industrial, and government relocations. They offer full-service moving solutions, ensuring timely and budgeted delivery through pre-move consultation, safe packing, and secure storage options. With over 50 years of experience, Schiele aims to meet the specific needs of various industries while maintaining high customer satisfaction ratings and quality control throughout the moving process.","https://www.linkedin.com/company/schiele-relocation-enterprises, https://www.facebook.com/schiele-enterprise-atlas-van-lines-737064839829921",80,<1M,1-10,2019-02-15,4649 Shallowford Road,Chattanooga,TN,37411,US,+17015321377,dave@teamschiele.com,,2026-06-13,General Moving Companies in US / CA 2,2026-06-23T14:36:09.569+03:00,Schiele Enterprises,has_public,dave@teamschiele.com,unknown,deliverable,dave@teamschiele.com,P0,done
Gouffon Moving & Storage Co.,gouffon.com,gouffon.com,CONSUMER_SERVICES:0.9,"B2B:0.98, B2C:0.95","storage knoxville:0.63, knoxville moving:0.61, knoxville movers:0.59, movers knoxville:0.59, moving storage:0.55, tennessee mover:0.5, moving services:0.5, business moving:0.49, residential moving:0.49, storage gouffon:0.47, storage facilities:0.46, reliable relocation:0.46, movers providing:0.43, tn gouffon:0.43, transportation belongings:0.4","Gouffon Moving & Storage is a family-owned moving company based in Knoxville, TN, offering a range of services for both residential and long-distance moves. Their main functionalities include packing, unpacking, and storage solutions such as climate-controlled containers and furniture rentals. They provide free estimates, expert moving assistance, and have over 130 years of experience in the industry, ensuring reliable service and support throughout the moving process.",,158,1-10M,1-10,2020-10-23,,Knoxville,TN,37909,US,+18655848545,"info@gouffon.com, business@knoxnews.com",,2026-06-03,General Moving Companies in US / CA 2,2026-06-23T14:36:09.569+03:00,Gouffon Moving & Storage,has_public,"info@gouffon.com, business@knoxnews.com",ok,skipped,info@gouffon.com,P0,done
Grace in Spaces LLC,graceinspaces.com,graceinspaces.com,CONSUMER_SERVICES:0.92,"B2B:0.69, B2C:0.85","organizer graceinspaces:0.66, professional organizer:0.56, organizing work:0.52, organizer lori:0.5, graceinspaces com:0.48, lori graceinspaces:0.47, grace space:0.46, spaces llc:0.45, owner grace:0.45, maintain space:0.43, home office:0.38, optimization home:0.38, need scheduling:0.37, homeowner contact:0.36, movers unpacking:0.31","Grace in Spaces is a professional organizing service that offers personalized space planning and work flow optimization for homes and offices. The process includes a free phone consultation to assess client needs, an on-site assessment of the home for personalized plans, and a tailored packing plan with minimal disruption. Key services include de-cluttering, moving/listing preparation, downsizing, and sorting, all aimed at improving efficiency and productivity in living spaces.",,87,<1M,1-10,2019-09-20,,Fort Lauderdale,FL,33301,US,+12396913218,lori@graceinspaces.com,,2026-05-30,General Moving Companies in US / CA 2,2026-06-23T14:36:09.569+03:00,Grace in Spaces,has_public,lori@graceinspaces.com,ok,skipped,lori@graceinspaces.com,P0,done
"Grace Movers, LLC",gracemovers.com,gracemovers.com,CONSUMER_SERVICES:1.0,"B2B:0.88, B2C:0.98","packing moving:0.59, movers provides:0.55, movers work:0.53, recommend movers:0.53, provide packing:0.53, movers llc:0.51, care packing:0.51, services packing:0.51, moving services:0.5, moving needs:0.49, transport item:0.48, belongings arrived:0.47, shipping container:0.46, safe delivery:0.4, crew courteous:0.37","Grace Movers, LLC is a moving service provider based in the DFW Metroplex that offers residential and commercial moves. They provide full services including packing assistance and unpacking, with a fully trained staff available seven days a week. The company emphasizes customer satisfaction and meticulous care of belongings to ensure safe delivery and efficient handling of relocation tasks.",,100,<1M,1-10,2018-06-16,,Dallas,TX,75201,US,"+12148624148, +18179241347, +18883684689",gracemovers@att.net,,2026-05-29,General Moving Companies in US / CA 2,2026-06-23T14:36:09.569+03:00,Grace Movers,has_public,gracemovers@att.net,catch_all,deliverable,gracemovers@att.net,P0,done
Grandmas Boy Moving LLC,grandmasboymoving.org,grandmasboymoving.org,CONSUMER_SERVICES:1.0,"B2B:0.88, B2C:0.93","movers grandmas:0.63, furniture movers:0.54, moving seattle:0.53, residential movers:0.53, moves families:0.52, movers seattle:0.52, local movers:0.51, items movers:0.48, bed movers:0.47, moverseattle wa:0.47, table movers:0.46, wa furniture:0.45, storage moving:0.41, moving donates:0.4, office moves:0.4","Grandmas Boy Moving LLC is a moving company that offers a variety of services including residential, commercial, and specialized moves in Seattle and surrounding areas. Their main functionality includes providing free quotes, packing and unpacking services, and assistance with furniture assembly and storage. They also donate to families in need and operate an online move portal for easy booking and management of their moving needs.",https://www.yelp.com/biz/grandmas-boy-moving-seattle-8,80,<1M,1-10,2020-01-02,337 Ne 103Rd St,Seattle,WA,98125,US,+12069993102,support@grandmasboymoving.org,,2026-06-10,General Moving Companies in US / CA 2,2026-06-23T14:36:09.569+03:00,Grandmas Boy Moving,has_public,support@grandmasboymoving.org,ok,skipped,support@grandmasboymoving.org,P0,done
