Name,Input:Domain,Domain,Industry Groups,Business Model,Keywords,Description,Social URLs,Score,Revenue Range,Employees,Start Date,Street,City,State,Zip,Country,Phones,Public Emails,Redirect Domain,Update Date,query_name,ingested_at,company_clean,segment,public_emails_clean,MV,BB,Final Email,Source,Status
"Daly Movers, Inc.",dalymovers.com,dalymovers.com,CONSUMER_SERVICES:1.0,"B2B:0.98, B2C:0.9","movers california:0.61, county movers:0.59, county ca:0.57, county california:0.57, ca movers:0.57, ca moving:0.56, county moving:0.53, orange county:0.53, movers services:0.46, california surrounding:0.45, ca like:0.43, ca orange:0.43, movers orange:0.43, vegas movers:0.43, california expensive:0.41","Daly Movers is a moving company based in Orange County, California, offering a range of relocation services for both residential and long-distance moves. Their main functionalities include local moving within 100 miles of the client's location, office relocations, corporate relocation, and specialized services like packing, storage, and emergency transport. Key features include a trained team, transparent pricing, and a fleet of professional moving equipment, ensuring efficient service throughout the moving process.","https://www.linkedin.com/company/daly-movers-inc, https://www.facebook.com/dalymoversinc, https://twitter.com/dalymoversinc",107,1-10M,11-50,2020-02-13,10612 Stanford Ave.,Garden Grove,CA,92840,US,"+17145382831, +18003956683",sales@dalymovers.com,,2026-05-27,General Moving Companies in US / CA,2026-06-23T14:22:29.097+03:00,Daly Movers,has_public,sales@dalymovers.com,ok,skipped,sales@dalymovers.com,P0,done
UniMovers,unimovers.com,unimovers.com,CONSUMER_SERVICES:1.0,"B2B:0.89, B2C:0.82","movers college:0.58, college movers:0.58, movers hourly:0.57, service movers:0.55, uni movers:0.53, local movers:0.53, movers provide:0.52, warehouse movers:0.52, moving services:0.5, movers texas:0.5, moving labor:0.48, moving unimovers:0.47, wilmington movers:0.47, students moving:0.47, moving iowa:0.45","UniMovers is a moving company that offers labor-only moving services for university and college students in various locations across multiple states, including Iowa, Florida, North Carolina, Texas, and South Carolina. Their main functionality includes providing local movers, furniture installation, and home staging services, with options for hourly moving, U-Haul truckload, and specialized services like wedding event support and temp staffing. UniMovers operates on a flat rate basis, ensuring no added fees for specific moves or special events, and they prioritize community service by hiring local students who are currently working at least 40% less than those at universities.","https://www.linkedin.com/company/unimovers, https://www.facebook.com/unimoversmovingcompany, https://www.instagram.com/uni.movers, https://www.youtube.com/channel/UCfwjSIh47ghOfl29-CnopSQ, https://www.yelp.com/biz/unimovers-dubuque-epworth-4",316,1-10M,11-50,2021-02-27,300 Sw 1St Ave,Fort Lauderdale,FL,33301,US,"+19196751818, +13193825406, +13362038718, +15125220653, +15154004975, +15635130382, +17046255143, +18035603059, +18132952077, +18434109609, +18436193003, +19102604727","tampa@unimovers.com, support@unimovers.com, charlotte@unimovers.com, greensboro@unimovers.com, iowa-city@unimovers.com, rock-hill@unimovers.com, wilmington@unimovers.com, summerville@unimovers.com, charleston@unimovers.com, dubuque@unimovers.com, raleigh@unimovers.com, austin@unimovers.com, cedar-rapids@unimovers.com, des-moines@unimovers.com",,2026-05-31,General Moving Companies in US / CA,2026-06-23T14:22:29.097+03:00,UniMovers,has_public,"tampa@unimovers.com, support@unimovers.com, charlotte@unimovers.com, greensboro@unimovers.com, iowa-city@unimovers.com, rock-hill@unimovers.com, wilmington@unimovers.com, summerville@unimovers.com, charleston@unimovers.com, dubuque@unimovers.com, raleigh@unimovers.com, austin@unimovers.com, cedar-rapids@unimovers.com, des-moines@unimovers.com",catch_all,deliverable,tampa@unimovers.com,P0,done
Arpin America Moving and Storage,arpinamerica.com,arpinamerica.com,CONSUMER_SERVICES:0.89,"B2B:0.95, B2C:0.96","relocation houston:0.56, corporate relocation houston:0.53, texas long distance:0.47, services residential:0.36, services corporate relocation:0.36, quote services residential:0.35, corporate relocation:0.33, services residential corporate:0.31, state long distance:0.31, guides local service:0.27, local service:0.25, food delivery:0.12, exceptional experience:0.06, great condition:0.02, little dog:-0.01","Arpin America is a moving company that offers residential, corporate, and international relocation services in Dallas/Ft Worth, Houston, and the New York Tri-State Area. Their main functionality includes local and long-distance moving, packing, storage, delivery, and unpacking for various types of belongings. Key features include free move quotes, a team with over 30 years of experience, and a commitment to customer satisfaction through professional service and multiple industry awards.","https://www.linkedin.com/company/arpin-america-moving-and-storage, https://www.facebook.com/arpinamericamovingandstorage, https://www.facebook.com/pg/arpinamericahouston, https://www.instagram.com/arpinamerica, https://twitter.com/arpinamerica",113,1-10M,11-50,2019-10-14,13755 Diplomat Drive,Dallas,TX,75234,US,"+18664068220, +19724068220",info@arpinamerica.com,,2026-06-08,General Moving Companies in US / CA,2026-06-23T14:22:29.097+03:00,Arpin America Moving and Storage,has_public,info@arpinamerica.com,ok,skipped,info@arpinamerica.com,P0,done
Meyers Moving & Storage Inc.,meyersrelo.com,meyersrelo.com,CONSUMER_SERVICES:1.0,,"relocation movers:0.59, mover relocation:0.56, movers indiana:0.55, moving need:0.54, mover corporate:0.54, business moving:0.53, relocation storage:0.52, mover storage:0.52, moving michigan:0.51, services moving:0.49, movers interstate:0.48, insured movers:0.47, schedule moving:0.46, movers 903:0.45, moving estimate:0.41","Meyers Moving & Storage Inc. is a moving company that offers local and long-distance moving services, as well as specialized moves for household, corporate, military, and fitness equipment relocation. Their main functionality includes providing safe and reliable moving solutions, organized packing, and secure storage options. They emphasize customer satisfaction and insured movers who ensure the belongings arrive at their new locations safely and on time. Customers can request free estimates through an online form or by contacting them directly.","https://www.facebook.com/meyersmoving, https://www.facebook.com/pg/meyersmoving/about/?ref=page_internal, https://twitter.com/meyersmoving, https://www.yelp.com/biz/meyers-moving-sturgis",0,,11-50,,903 Progress Street,Sturgis,MI,49091,US,"+12603500253, +12692216044",info@meyersrelo.com,meyersmovingandstorage.com,2026-04-24,General Moving Companies in US / CA,2026-06-23T14:22:29.097+03:00,Meyers Moving & Storage,has_public,info@meyersrelo.com,ok,skipped,info@meyersrelo.com,P0,done
Ridgewood Moving Services,ridgewoodmoving.com,ridgewoodmoving.com,CONSUMER_SERVICES:0.92,"B2B:0.98, B2C:0.98","ridgewood moving team:0.46, professional packing:0.29, premier service:0.27, yyyy pickup location:0.27, distance moving:0.26, interstate agent:0.26, amazing company:0.2, great experience:0.14, hard work:0.13, office people:0.13, gold standard:0.11, mem follow:0.11, speed dial:0.1, closing date:0.08, free estimate:0.02","Ridgewood Moving Services is a full-service moving company based in New Jersey that offers residential, commercial, and long-distance moves. Their main functionality includes packing, transporting, and storing belongings such as furniture, art, and senior items. They provide personalized moving plans tailored to individual needs, ensuring a smooth relocation experience through accurate estimates and professional communication. Additionally, Ridgewoodmoving engages with the community by donating furniture and household items to local families and offering free storage solutions for various types of belongings.","https://www.linkedin.com/company/1339418, https://www.linkedin.com/company/ridgewood-moving-services, https://www.facebook.com/ridgewoodmoving, https://www.instagram.com/ridgewoodmoving, https://www.instagram.com/ridgewoodmoving/?hl=en, https://twitter.com/https://twitter.com/ridgewoodmoving, https://twitter.com/ridgewoodmoving, https://x.com/ridgewoodmoving",57,1-10M,11-50,2023-01-20,575 Corporate Drive,Mahwah,NJ,07430,US,"+12015292211, +12105292211",info@ridgewoodmoving.com,,2026-06-06,General Moving Companies in US / CA,2026-06-23T14:22:29.097+03:00,Ridgewood Moving Services,has_public,info@ridgewoodmoving.com,ok,skipped,info@ridgewoodmoving.com,P0,done
Western Transportation Group,western-move.com,western-move.com,SUPPLY_CHAIN_AND_PROCUREMENT:1.0,"B2B:0.89, B2C:0.55, B2G:0.87","moving logistics:0.62, logistics storage:0.56, distribution logistics:0.51, storage warehouse:0.51, warehouse distribution:0.47, logistics learn:0.46, logistics international:0.46, transportation group:0.46, learn warehouse:0.45, services moving:0.45, western transportation:0.44, moving storage:0.43, lot movers:0.39, care packing:0.38, working dod:0.33","Western Transportation Group offers a range of services including moving, logistics, storage, warehousing, and distribution. They specialize in international moves and provide specialized solutions for government clients. The company emphasizes efficient service and customer satisfaction throughout the moving process, ensuring timely and respectful assistance.","https://www.linkedin.com/company/westerntransportationgroup, https://www.instagram.com/westerntransportationgroup",29,1-10M,11-50,2022-10-11,9900 Fallard Court,Upper Marlboro,MD,20772,US,+18009187988,info@western-move.com,,2026-06-14,General Moving Companies in US / CA,2026-06-23T14:22:29.097+03:00,Western Transportation Group,has_public,info@western-move.com,ok,skipped,info@western-move.com,P0,done
Eastern Van Lines,easternvanlines.com,easternvanlines.com,CONSUMER_SERVICES:0.93,"B2B:0.98, B2C:0.91","angeles moving:0.55, angeles request:0.51, movers residential:0.48, movers los:0.47, mover help:0.47, county los:0.46, help moving:0.46, relocating make:0.43, eastern van:0.41, van lines:0.4, service moving:0.39, moving adds:0.38, code zip:0.37, california operations:0.36, select commercial:0.29","Eastern Van Lines is a professional moving company based in Orange County, California, offering relocation services for residential, commercial, and industrial clients. Their main functionality includes packing, transporting, and storing items such as furniture, art, and electronics, with options for long-distance moves and specialized moves like the International Movable Service (IMS). Key features include advanced technology for GPS tracking of transport vehicles, climate-controlled storage facilities, and dedicated customer service to ensure smooth and efficient moving experiences.","https://www.linkedin.com/company/eastern-van-lines, https://m.facebook.com/eastern-van-lines-1371655522888776, https://twitter.com/easternvanlines",165,1-10M,11-50,2016-11-21,25701 Springbrook Ave,Santa Clarita,CA,91350,US,"+14087687076, +14158921001, +15307412094, +16195962594, +16612547823, +16619421161, +17072240102, +17075866662, +17086862152, +17148325950, +17602537211, +18004755427, +18183486683, +18315781776, +18885087838, +19093901900, +19494721131, +19497680220, +16269694292, +17084938973, +18772099496, +18775902810",bill@easternvanlines.com,,2026-06-05,General Moving Companies in US / CA,2026-06-23T14:22:29.097+03:00,Eastern Van Lines,has_public,bill@easternvanlines.com,ok,skipped,bill@easternvanlines.com,P0,done
Bekins Moving & Storage,bekins.ca,bekins.ca,CONSUMER_SERVICES:0.98,"B2B:0.99, B2C:0.86","moving storage:0.56, packing services:0.55, services packing:0.52, deliveries container:0.52, warehouse storage:0.5, storage packing:0.5, storage warehouse:0.49, storage container:0.48, service moving:0.48, bekins moving:0.46, warehouse palletized:0.45, international moving:0.42, services storage:0.41, moving office:0.4, moving crew:0.4","Bekins Moving & Storage is a moving company that offers a range of services including local, long-distance, and international moves. They provide free in-home estimates, full packing solutions, and various storage options such as container storage and palletized warehouse storage. The company emphasizes customer service with trained and uniformed crews and has over 120 years of experience in the moving industry, ensuring quality care and support for their clients throughout the move process.",https://www.linkedin.com/company/bekins-moving-&-storage-canada-,224,1-10M,11-50,2017-10-19,3779 190Th Street,Surrey,BC,V3Z 0P6,CA,"+18004235467, +12502866218, +12505442245, +12505630371, +16042701120, +17786996683, +18002821376","princegeorgesales@bekins.ca, victoriasales@bekins.ca, info@privcom.gc.ca, sales@bekins.ca, kelownasales@bekins.ca, campbellriversales@bekins.ca",,2026-05-31,General Moving Companies in US / CA,2026-06-23T14:22:29.097+03:00,Bekins Moving & Storage,has_public,"princegeorgesales@bekins.ca, victoriasales@bekins.ca, info@privcom.gc.ca, sales@bekins.ca, kelownasales@bekins.ca, campbellriversales@bekins.ca",ok,skipped,princegeorgesales@bekins.ca,P0,done
Noah's Ark Moving,noahsarkinc.com,noahsarkinc.com,CONSUMER_SERVICES:1.0,"B2B:0.99, B2C:0.92","moving nj:0.57, moving need:0.53, movers service:0.52, movers connecticut:0.5, experience relocating:0.5, moving senior:0.5, moving connecticut:0.49, nyc moving:0.48, westchester movers:0.47, residential moving:0.47, ark moving:0.47, moving provides:0.46, relocation services:0.45, moving offers:0.43, movers 8noahs:0.4","Noah's Ark Moving is a moving company that offers a range of moving services including local, long-distance, corporate, and specialized moves across New York, Connecticut, Westchester, and New Jersey. Their main functionality includes providing personalized moving assistance, packing, and storage solutions for various items such as furniture, art, and senior citizen relocation. Key features include an online estimate system, transparent pricing, timely service with no hidden costs, and a commitment to customer satisfaction through dedicated support and professional service.","https://www.linkedin.com/company/noah's-ark-moving-&-storage, https://facebook.com/noahsarkmovers, https://www.facebook.com/noahs-ark-moving-and-storage-146756375425384, https://www.facebook.com/pages/noahs-ark-moving-and-storage/146756375425384, https://www.youtube.com/user/ConnecticutMover, https://www.pinterest.com/noahsarkmoving, https://www.yelp.com/biz/noahs-ark-moving-and-storage-westport-2",0,1-10M,11-50,2021-03-26,724 Main St,Stamford,CT,06901,US,"+12032218055, +12033252779, +12128741313, +18662472758, +19149978400","sales@noahsarkinc.com, cs@noahsarkinc.com, storage@noahsarkinc.com",,2026-05-20,General Moving Companies in US / CA,2026-06-23T14:22:29.097+03:00,Noah's Ark Moving,has_public,"sales@noahsarkinc.com, cs@noahsarkinc.com, storage@noahsarkinc.com",ok,skipped,sales@noahsarkinc.com,P0,done
Moving Right Along Moving & Storage,movingrightalong.com,movingrightalong.com,CONSUMER_SERVICES:0.9,"B2B:0.91, B2C:0.91","moving company:0.49, job packing:0.44, service storage:0.33, rental truck:0.29, cleaning center:0.24, service entrance:0.22, preferred date:0.18, right crew:0.15, property damage:0.14, oncoming traffic:0.14, operating authority:0.13, hair styling salon:0.1, great job:0.08, comp claim:0.04, antique glass:-0.01","NYC Movers is a moving company that offers residential and commercial moving services in New York, Jersey, and Connecticut. Their main functionalities include packing, shipping, storage, cleaning, and event planning for various types of moves such as home decor, furniture, and seniors' belongings. They provide free estimates, operate seven days a week, and emphasize customer service with trained personnel and a commitment to timely and reliable support throughout the moving process.",https://www.linkedin.com/company/moving-right-along-moving-and-storage,64,1-10M,11-50,2019-10-22,101-21 101St Street,Ozone Park,NY,11416,US,"+17189979874, +17187382468","info@movingrightalong.com, wemoveyou@movingrightalong.com",,2026-06-12,General Moving Companies in US / CA,2026-06-23T14:22:29.097+03:00,Moving Right Along Moving & Storage,has_public,"info@movingrightalong.com, wemoveyou@movingrightalong.com",ok,skipped,info@movingrightalong.com,P0,done
Salmon's Moving & Storage,salmonstransfer.com,salmonstransfer.com,CONSUMER_SERVICES:0.99,"B2B:0.99, B2C:0.9","movers salmons:0.52, bc salmon:0.51, bc movers:0.47, salmon transfer:0.47, storage movers:0.47, salmon moving:0.46, moving corporate:0.43, trust salmon:0.41, 1913 salmon:0.4, bc packing:0.39, relocation refined:0.39, residential movers:0.38, commercial storage:0.38, moving services:0.36, businesses fraser:0.3","Salmon's Moving & Storage is a moving company that provides a variety of relocation services in the Metro Vancouver area, including residential, commercial, and long-distance moves. Their main functionality includes packing, transporting, and storing items such as furniture, art, and medical equipment, with options for specialized moves like healthcare relocations and piano transfers. Key features include white glove service, transparent estimates, experienced crews, and a commitment to customer satisfaction through reliable moving support and secure storage solutions.","https://www.linkedin.com/company/salmonsmovingandstorage, https://www.facebook.com/salmonstransfer, https://www.instagram.com/salmonsmoving, https://www.instagram.com/salmonstransfer, https://x.com/salmonsmoving, https://www.yelp.com/biz/salmons-moving-and-storage-richmond-2?osq=salmons+movers&override_cta=get+pricing+&+availability",100,10-100M,11-50,2018-05-16,9500 Van Horne Way,Richmond,BC,V6X 1W3,CA,+16042732921,info@salmonstransfer.com,salmonsmoving.com,2026-05-28,General Moving Companies in US / CA,2026-06-23T14:22:29.097+03:00,Salmon's Moving & Storage,has_public,info@salmonstransfer.com,catch_all,deliverable,info@salmonstransfer.com,P0,done
"Eagle TransGroup, Inc.",eaglevanlines.com,eaglevanlines.com,SUPPLY_CHAIN_AND_PROCUREMENT:1.0,"B2B:0.95, B2C:0.76, B2G:0.98","logistics eagle:0.69, eagle transgroup:0.58, international logistics:0.57, air freight:0.53, solutions freight:0.53, logistics service:0.52, reliable logistics:0.52, eagletransgroup com:0.51, domestic logistics:0.51, residential cargocube:0.51, freight forwarding:0.5, fms logistics:0.5, services shipping:0.49, logistics exceptional:0.48, seamless logistics:0.48","Eagle TransGroup, Inc. is a logistics company that offers a range of transportation and warehousing services for both commercial and residential clients. They provide custom logistics solutions, including land, sea, and air delivery, as well as customs handling for military goods and hazardous materials. Key features include a fleet of over 150 vehicles, intelligent warehousing options, and consulting services to help clients manage their supply chain needs effectively. The company aims to deliver reliable and cost-effective logistics services tailored to the specific needs of businesses, governments, and private consumers.",https://www.linkedin.com/company/eagle-movers-inc,33,1-10M,11-50,2024-01-22,5041 Beech Place,Temple Hills,MD,20748,US,"+13018708007, +12406954700, +13018992022, +18004764080","info@eagletransgroup.com, info@eaglevanlines.com",eagletransgroup.com,2026-06-08,General Moving Companies in US / CA,2026-06-23T14:22:29.097+03:00,Eagle TransGroup,has_public,"info@eagletransgroup.com, info@eaglevanlines.com",catch_all,deliverable,info@eagletransgroup.com,P0,done
"Shetler Moving & Storage, Inc.",shetlermoving.com,shetlermoving.com,CONSUMER_SERVICES:0.91,"B2B:0.99, B2C:0.83","moving evansville:0.67, relocations evansville:0.64, moving louisville:0.62, moving companies:0.57, movers evansville:0.57, relocation services:0.57, moves evansville:0.56, services movers:0.55, moving company:0.55, relocation solutions:0.54, moves facility:0.54, evansville delivering:0.52, companies evansville:0.51, moving storage:0.46, transport logistics:0.43","SHTler Moving & Storage is a moving company based in Evansville, IN, and Louisville, KY, specializing in local, long-distance, corporate, and international moves. They offer a range of services including packing, storage, transportation, and logistics for various needs such as furniture transfers, medical equipment, and government relocations. Key features include eco-friendly practices, competitive pricing with no hidden fees, and climate-controlled storage options to protect sensitive items. The company has over 125 years of experience and serves clients across Indiana and Kentucky, ensuring efficient and personalized moving experiences.","https://www.linkedin.com/company/atlas-van-lines, https://www.linkedin.com/company/shetler-derby-moving-&-storage-llc, https://facebook.com/2060544577513086, https://www.facebook.com/2060544577513086_1429839912172258, https://www.facebook.com/2060544577513086_1429930895496493, https://www.facebook.com/2060544577513086_1429944452161804, https://www.facebook.com/2060544577513086_1440858017737114, https://www.facebook.com/2060544577513086_1441480794341503, https://www.facebook.com/2060544577513086_1475248604298055, https://www.facebook.com/shetlermovers, https://www.instagram.com/atlasvanlines, https://twitter.com/atlas_van_lines, https://x.com/atlas_van_lines, https://www.youtube.com/user/atlasvanlinesinc, https://www.pinterest.com/atlasvanlines",111,1-10M,11-50,2018-04-05,15 • 1253 Diamond Ave.,Evansville,IN,47711,US,+18124217750,info@shetlermoving.com,,2026-06-09,General Moving Companies in US / CA,2026-06-23T14:22:29.097+03:00,Shetler Moving & Storage,has_public,info@shetlermoving.com,ok,skipped,info@shetlermoving.com,P0,done
Moving with Grace,movingwithgracenow.com,movingwithgracenow.com,CONSUMER_SERVICES:0.9,"B2B:0.78, B2C:0.94","movers sacramento:0.66, residential movers:0.6, california movers:0.58, movers woodland:0.57, sacramento residential:0.54, movers local:0.53, movers davis:0.52, movers roseville:0.52, moving residential:0.51, services sacramento:0.51, movers elk:0.5, movers packing:0.5, storage sacramento:0.5, davis residential:0.49, moving services:0.46","Woodland Movers is a family-owned moving company that offers residential and commercial moving services in California, including local, long-distance, and packing and storage solutions. They provide professional moving assistance throughout the relocation process, ensuring safe and reliable transportation to clients' new homes. Key features include personalized quotes, expert packing and organization, and a focus on customer satisfaction with a commitment to quality service. The company operates multiple locations across California, catering to both residential and business needs.","https://www.facebook.com/movingwithgracenow, https://www.instagram.com/movingwithgracenow, https://twitter.com/movewithgraceca, https://x.com/movewithgraceca, https://www.youtube.com/@movingwithgrace5164/featured",170,1-10M,11-50,2018-12-15,1238 E Beamer St Woodland Califonria,Woodland,CA,95776,US,+15305542717,info@movingwithgracenow.com,,2026-06-01,General Moving Companies in US / CA,2026-06-23T14:22:29.097+03:00,Moving with Grace,has_public,info@movingwithgracenow.com,ok,skipped,info@movingwithgracenow.com,P0,done
Formula Global Mobility,formulaglobalmobility.com,formulaglobalmobility.com,SUPPLY_CHAIN_AND_PROCUREMENT:1.0,"B2B:0.65, B2C:0.81","international moving:0.5, lauderdale seattle:0.44, global mobility:0.43, angeles san:0.42, shanghai san:0.41, locations headquarters:0.4, services international:0.4, san diego:0.4, moving canada:0.38, brazil canada:0.37, fla mover:0.36, destinations argentina:0.36, 33309 usa:0.29, storage contact:0.28, shipment tracking:0.28","Formula Global Mobility offers international moving services, long-distance moves, and secure storage solutions in Seattle and South Florida. Their main functionality includes transporting belongings from various countries, including China, the United States, Canada, Australia, and Singapore, ensuring safe and efficient movement of goods. Key features include a free shipping service for expedited shipments, a commitment to customer satisfaction with transparent pricing without hidden fees, and a focus on quality service throughout the moving process.","https://www.linkedin.com/company/formula-global-mobility, https://www.youtube.com/channel/UCLuVpdGCclgYWqTJkpBOoTA",61,1-10M,11-50,2020-07-21,4740 Nw 15Th Avenue,Fort Lauderdale,FL,33309,US,+18888730123,"sales@graneromoving.com, info@formulaglobalmobility.us",formulaglobalmobility.us,2026-05-29,General Moving Companies in US / CA,2026-06-23T14:22:29.097+03:00,Formula Global Mobility,has_public,"sales@graneromoving.com, info@formulaglobalmobility.us",ok,skipped,sales@graneromoving.com,P0,done
Dunmar Moving Systems,dunmar.com,dunmar.com,CONSUMER_SERVICES:0.91,"B2B:0.99, B2C:0.81","moving richmond:0.64, moving services:0.61, residential moving:0.6, richmond moving:0.6, residential movers:0.57, affordable moving:0.57, moving storage:0.55, moving business:0.55, moving freight:0.53, virginia movers:0.52, relocation support:0.52, moving needs:0.51, schedule moving:0.5, moving reliable:0.49, services virginia:0.48","Dunmar Moving Systems is a moving company based in Richmond, VA, offering a range of services for both residential and commercial moves. Their main functionalities include local and long-distance moving, corporate relocation, custom storage solutions, and last-mile delivery. Key features include free estimates, a do-it-yourself moving service, and access to a network of movers who specialize in various types of packing and unpacking needs. The company emphasizes customer satisfaction and provides tailored moving solutions to meet individual client requirements.","https://www.linkedin.com/company/dunmar-moving-systems, https://www.linkedin.com/company/dunmar-moving, https://www.facebook.com/dunmarmoving, https://www.instagram.com/dunmarmoving, https://twitter.com/dunmarmoving, https://twitter.com/https://twitter.com/dunmarmoving, https://www.youtube.com/user/dunmarmoving",203,1-10M,11-50,2018-07-25,8030 Whitepine Rd,Richmond,VA,23237,US,"+18044090790, +18667224809, +15407791114, +15407798830, +17573300882, +18047142530",info@dunmar.com,,2026-06-12,General Moving Companies in US / CA,2026-06-23T14:22:29.097+03:00,Dunmar Moving Systems,has_public,info@dunmar.com,ok,skipped,info@dunmar.com,P0,done
Martel Express Montréal,martelexpressmontreal.com,martelexpressmontreal.com,"CONSUMER_SERVICES:0.92, SUPPLY_CHAIN_AND_PROCUREMENT:0.08","B2B:0.86, B2C:0.91","martel express:0.65, exemplaire martel:0.51, team martel:0.5, start martel:0.5, business montreal:0.5, express business:0.48, working martel:0.47, appel martel:0.44, express montre:0.42, ronald valade:0.42, express ronald:0.41, deliveries customer:0.36, service makes:0.34, signed partnership:0.34, derniers clients:0.34","Martel Express is a moving company based in Montreal that offers a range of services for both individuals and businesses. Their main functionalities include customs clearance, transportation, storage, and logistics solutions such as furniture delivery and office supplies. Key features include personalized customer service, efficient project management, and partnerships with major carriers like United Van Lines and MoverOne to ensure timely and reliable deliveries.","https://www.linkedin.com/company/3486358, https://www.linkedin.com/company/martel-express-montr-al, https://www.facebook.com/martelexpress",130,1-10M,11-50,2017-05-02,10105 Henri Bourassa Ouest,Saint-Laurent,QC,H4S1A1,CA,+15143313311,info@martelmtl.com,,2026-05-23,General Moving Companies in US / CA,2026-06-23T14:22:29.097+03:00,Martel Express Montréal,has_public,info@martelmtl.com,ok,skipped,info@martelmtl.com,P0,done
Berea Moving & Storage,bereamoving.com,bereamoving.com,SUPPLY_CHAIN_AND_PROCUREMENT:1.0,"B2B:0.97, B2C:0.93","storage cleveland:0.54, storage logistics:0.51, local warehouse:0.5, equipment furniture:0.5, equipment residential:0.5, moving storage:0.49, medical storage:0.49, moving cleveland:0.47, offices furniture:0.47, residential furniture:0.47, moving logistics:0.44, warehouse climate:0.42, storage commercial:0.42, movers specialize:0.4, storing item:0.4","Berea Moving & Storage is a family-owned moving and storage company based in Cleveland, Ohio. They specialize in the movement of items up to 2,000 pounds, including medical equipment, furniture, and fine art. The company offers custom crating, shipping, and installation services, and operates a climate-controlled warehouse for efficient storage. With over 64 years of experience, Berea Moving provides tailored solutions for both commercial and residential clients, ensuring safe and efficient handling of unique belongings.","https://www.linkedin.com/company/berea-moving-&-storage-co-, https://www.facebook.com/bereamoving",217,1-10M,11-50,2019-08-30,,Cleveland,OH,44118,US,+12168982990,tara@bereamoving.com,,2026-06-03,General Moving Companies in US / CA,2026-06-23T14:22:29.097+03:00,Berea Moving & Storage,has_public,tara@bereamoving.com,ok,skipped,tara@bereamoving.com,P0,done
Northshore Moving Company,northshoremovingco.com,northshoremovingco.com,CONSUMER_SERVICES:1.0,"B2B:0.94, B2C:0.96","moving services:0.57, moving delivery:0.57, services moving:0.56, moving louisiana:0.54, moving company:0.53, northshore moving:0.53, moving working:0.48, professional movers:0.46, moving provided:0.45, services louisiana:0.45, louisiana northshore:0.44, local moving:0.44, partners moving:0.43, fleet moving:0.42, services lagniappe:0.4","Northshore Moving Company is a professional moving service based in Louisiana that offers both residential and long-distance moves. Their main functionalities include packing, transporting, storing, and delivering belongings such as furniture and art. They also provide specialized services like senior moving, custom design assistance, and safe transport for sensitive items. The company emphasizes safety with certified movers and has over 12 years of experience in the industry.","https://www.linkedin.com/company/northshore-moving-company, https://www.facebook.com/northshoremovingcompany, https://www.instagram.com/northshoremoving",173,1-10M,11-50,2018-07-17,44212 Stein Rd,Hammond,LA,70403,US,"+19857056643, +13377899999, +15045794663","chris@northshoremovingco.com, info@northshoremovingco.com",,2026-06-09,General Moving Companies in US / CA,2026-06-23T14:22:29.097+03:00,Northshore Moving,has_public,"chris@northshoremovingco.com, info@northshoremovingco.com",ok,skipped,chris@northshoremovingco.com,P0,done
Suburban Solutions,suburbansolutions.com,suburbansolutions.com,CONSUMER_SERVICES:0.9,"B2B:0.88, B2C:0.85","suburban solutions:0.61, choose suburban:0.6, solutions suburban:0.59, contact suburban:0.59, area suburban:0.57, llc suburban:0.53, md suburban:0.53, estimate suburban:0.49, movers service:0.48, specialty moving:0.46, services philadelphia:0.45, condo moving:0.43, moving senior:0.41, services bedrooms:0.41, moving commercial:0.41","Suburban Solutions is a moving company that offers a variety of services including local, long-distance, office, and commercial moving, as well as specialized moves for apartments, condos, and senior citizens. Their main functionality is to provide efficient and cost-effective moving solutions tailored to individual needs, utilizing technology like GPS tracking and climate control to ensure smooth processes. Key features include packing assistance, storage services, furniture disassembly, and specialized programs for schools and universities, all supported by a team of experienced movers and logistics professionals.","https://www.linkedin.com/company/suburban-solutions-moving, https://www.facebook.com/suburbanhq, https://www.facebook.com/suburbanphilly, https://www.yelp.com/biz/suburban-solutions-kensington-5, https://www.yelp.com/biz/suburban-solutions-moving-and-transport-havertown",422,1-10M,11-50,2017-04-19,2109 Bellemead Ave,Havertown,PA,19083,US,"+13019288669, +16103146868","info@suburbansolutions.com, receiving@suburbansolutions.com",,2026-06-09,General Moving Companies in US / CA,2026-06-23T14:22:29.097+03:00,Suburban Solutions,has_public,"info@suburbansolutions.com, receiving@suburbansolutions.com",catch_all,deliverable,info@suburbansolutions.com,P0,done
