email,first_name,last_name,address_line,city,state,country,country_code,phone_number,job_title,department,company_name,company_website,industry,linkedin_person_url,linkedin_company_url,sender_acc_email,replied_count,opened_count,email_verification_result,custom_timezone,custom_qualification_status,custom_icp_score,custom_decision_maker_status,custom_dm_name,custom_dm_role,custom_qualification_brief_markdown,status,label,is_mx,mx,bounce_desc,created_at,modified_at
info@beardedmovers.com,,,,,,,,,,,Bearded Movers & Logistics,,,,,jakemiller.d@withmoveplnr.com,0,0,not verified,,,,,,,,COMPLETED,,1,GOOGLE_WORKSPACE,,2026-05-30T19:39:34.944Z,2026-06-09T12:33:11.676Z
info@bebamoving.com,,,,,,,,,,,BEBA Moving,,,,,jakemiller.h@moveplnrhq.com,0,0,not verified,,,,,,,,COMPLETED,,1,GOOGLE_WORKSPACE,,2026-05-30T19:39:34.944Z,2026-06-09T12:45:32.763Z
info@beeorganized.com,,,,,,,,,,,Bee Organized,,,,,mikecarter.h@bookmoveplnr.com,0,0,not verified,,,,,,,,COMPLETED,,1,GOOGLE_WORKSPACE,,2026-05-30T19:39:34.944Z,2026-06-09T12:48:05.168Z
info@beeorganizeddallas.com,,,,,,,,,,,,,,,,tomwilson.f@moveplnrapp.com,0,0,not verified,,,,,,,,COMPLETED,,1,GOOGLE_WORKSPACE,,2026-05-30T19:39:34.944Z,2026-06-09T13:07:05.225Z
info@belleshaulingandmovingllc.com,,,,,,,,,,,Belle's Hauling & Moving,,,,,sarahjohnson.e@moveplnrpro.com,0,0,not verified,,,,,,,,COMPLETED,,1,REGULAR_ACCOUNT,,2026-05-30T19:39:34.945Z,2026-06-09T13:13:20.801Z
info@beltwaymovers.com,,,,,,,,,,,Beltway Movers,,,,,tomwilson.d@withmoveplnr.com,0,0,not verified,,,,,,,,COMPLETED,,1,MICROSOFT365,,2026-05-30T19:39:34.945Z,2026-06-09T13:04:35.807Z
info@benefactumllc.com,,,,,,,,,,,Bene Factum Services,,,,,chrisdavis.e@bookmoveplnr.com,0,0,not verified,,,,,,,,COMPLETED,,1,REGULAR_ACCOUNT,,2026-05-30T19:39:34.945Z,2026-06-10T12:18:12.386Z
info@bestmoversdmv.com,,,,,,,,,,,Best Movers Service,,,,,jakemiller.j@moveplnrpro.com,0,0,not verified,,,,,,,,BOUNCED,,1,REGULAR_ACCOUNT,Recipient address rejected: User unknown in virtual mailbox table,2026-05-30T19:39:34.945Z,2026-06-09T18:22:39.409Z
info@bestmoversus.com,,,,,,,,,,,Best Movers US,,,,,jakemiller.a@withmoveplnr.com,0,0,not verified,,,,,,,,COMPLETED,,1,REGULAR_ACCOUNT,,2026-05-30T19:39:34.945Z,2026-06-10T11:15:14.176Z
info@bestmovescalgary.ca,,,,,,,,,,,Best Moves,,,,,tomwilson.j@bookmoveplnr.com,1,0,not verified,,,,,,,,REPLIED,NOT_INTERESTED,1,GOOGLE_WORKSPACE,,2026-05-30T19:39:34.945Z,2026-06-09T13:13:28.793Z
info@bestofcareinc.com,,,,,,,,,,,,,,,,jakemiller.c@moveplnrhq.com,0,0,not verified,,,,,,,,COMPLETED,,1,MICROSOFT365,,2026-05-30T19:39:34.945Z,2026-06-09T13:09:19.139Z
info@bettercallmoving.com,,,,,,,,,,,Better Call Moving Company,,,,,tomwilson.h@bookmoveplnr.com,0,0,not verified,,,,,,,,COMPLETED,,1,GOOGLE_WORKSPACE,,2026-05-30T19:39:34.945Z,2026-06-09T13:04:12.950Z
info@bfsmovers.com,,,,,,,,,,,Better Fingers Movers,,,,,jakemiller.g@moveplnrhq.com,0,0,not verified,,,,,,,,COMPLETED,,1,GOOGLE_WORKSPACE,,2026-05-30T19:39:34.945Z,2026-06-09T13:06:32.852Z
info@biglickmoving.com,,,,,,,,,,,Big Lick Moving,,,,,chrisdavis.a@moveplnrapp.com,0,0,not verified,,,,,,,,COMPLETED,,1,REGULAR_ACCOUNT,,2026-05-30T19:39:34.945Z,2026-06-09T12:06:10.614Z
info@blackcatmoving.ca,,,,,,,,,,,Black Cat Moving Transport,,,,,tomwilson.j@moveplnrapp.com,0,0,not verified,,,,,,,,COMPLETED,,1,GOOGLE_WORKSPACE,,2026-05-30T19:39:34.945Z,2026-06-09T13:20:26.455Z
info@bluebox.rent,,,,,,,,,,,BlueBox,,,,,jakemiller.f@bookmoveplnr.com,0,0,not verified,,,,,,,,BOUNCED,,1,GOOGLE_WORKSPACE,"The email account that you tried to reach is inactive. For more 550-5.2.1 information, go to 550 5.2.1 https://support.google.com/mail/?p=DisabledUser d9443c01a7336-2c16609b433si179172325ad.82 - gsmtp",2026-05-30T19:39:34.945Z,2026-06-05T13:44:14.851Z
info@bluelinemovingandstorage.com,,,,,,,,,,,Blue Line Moving and Storage,,,,,tomwilson.i@bookmoveplnr.com,0,0,not verified,,,,,,,,COMPLETED,,1,GOOGLE_WORKSPACE,,2026-05-30T19:39:34.945Z,2026-06-09T13:25:59.700Z
info@blueoxmoving.com,,,,,,,,,,,Blue Ox Moving & Storage,,,,,chrisdavis.c@moveplnrteam.com,0,0,not verified,,,,,,,,COMPLETED,,1,MICROSOFT365,,2026-05-30T19:39:34.946Z,2026-06-09T13:09:49.237Z
info@blvdmoving.com,,,,,,,,,,,BLVD Moving,,,,,jakemiller.a@meetmoveplnr.com,0,0,not verified,,,,,,,,COMPLETED,,1,GOOGLE_WORKSPACE,,2026-05-30T19:39:34.946Z,2026-06-10T12:15:20.346Z
info@boerman.com,,,,,,,,,,,Boerman Moving & Storage,,,,,tomwilson.e@moveplnrteam.com,0,0,not verified,,,,,,,,COMPLETED,,1,MICROSOFT365,,2026-05-30T19:39:34.946Z,2026-06-10T12:24:04.059Z
info@bostonbestrate.com,,,,,,,,,,,Boston Best Rate Movers,,,,,chrisdavis.f@moveplnrpro.com,0,0,not verified,,,,,,,,COMPLETED,,1,GOOGLE_WORKSPACE,,2026-05-30T19:39:34.946Z,2026-06-09T13:09:59.023Z
info@bostonharbormoving.com,,,,,,,,,,,Boston Harbor Moving,,,,,jakemiller.e@moveplnrteam.com,0,0,not verified,,,,,,,,COMPLETED,,1,GOOGLE_WORKSPACE,,2026-05-30T19:39:34.946Z,2026-06-10T12:25:17.982Z
info@bostonspacestorage.com,,,,,,,,,,,Boston Space Storage,,,,,jakemiller.f@moveplnrpro.com,0,0,not verified,,,,,,,,COMPLETED,,1,REGULAR_ACCOUNT,,2026-05-30T19:39:34.946Z,2026-06-09T12:48:41.154Z
info@boundlessmoving.com,,,,,,,,,,,Boundless Moving & Storage,,,,,mikecarter.i@bookmoveplnr.com,0,0,not verified,,,,,,,,COMPLETED,,1,MICROSOFT365,,2026-05-30T19:39:34.946Z,2026-06-09T13:11:41.861Z
info@boxerbuddies.com,,,,,,,,,,,Boxer Buddies,,,,,tomwilson.i@moveplnrapp.com,0,0,not verified,,,,,,,,COMPLETED,,1,GOOGLE_WORKSPACE,,2026-05-30T19:39:34.946Z,2026-06-09T13:12:51.309Z
info@boxitupstorage.ca,,,,,,,,,,,Box It Up Storage,,,,,sarahjohnson.e@moveplnrapp.com,0,0,not verified,,,,,,,,COMPLETED,,1,MICROSOFT365,,2026-05-30T19:39:34.946Z,2026-06-09T13:13:43.991Z
info@boxpackandmove.com,,,,,,,,,,,Box Pack N Move,,,,,mikecarter.h@moveplnrapp.com,0,0,not verified,,,,,,,,COMPLETED,,1,GOOGLE_WORKSPACE,,2026-05-30T19:39:34.946Z,2026-06-09T12:39:56.212Z
info@brahamovers.com,,,,,,,,,,,Braha Moving Company,,,,,chrisdavis.h@bookmoveplnr.com,0,0,not verified,,,,,,,,COMPLETED,,1,REGULAR_ACCOUNT,,2026-05-30T19:39:34.946Z,2026-06-10T12:18:15.974Z
info@bravosmoving.com,,,,,,,,,,,Bravos Moving Company,,,,,sarahjohnson.b@moveplnrteam.com,0,0,not verified,,,,,,,,COMPLETED,,1,REGULAR_ACCOUNT,,2026-05-30T19:39:34.946Z,2026-06-09T13:13:44.297Z
info@brbrelo.com,,,,,,,,,,,BRB Relo,,,,,jakemiller.b@moveplnrapp.com,0,0,not verified,,,,,,,,BOUNCED,,1,GOOGLE_WORKSPACE,"** Address not found **

Your message wasn't delivered to info@brbrelo.com because the address couldn't be found, or is unable to receive mail.

Learn more here: https://support.google.com/mail/?p=NoSuchUser

The response was:

The email account that you tried to reach does not exist. Please try double-checking the recipient's email address for typos or unnecessary spaces. For more information, go to https://support.google.com/mail/?p=NoSuchUser

Reporting-MTA: dns; googlemail.com
Received-From-MTA: dns; jakemiller.b@moveplnrapp.com
Arrival-Date: Tue, 02 Jun 2026 05:21:14 -0700 (PDT)
X-Original-Message-ID: <c5c6b179-5b84-a397-b40c-1eccd58bf540@moveplnrapp.com>

Final-Recipient: rfc822; info@brbrelo.com
Action: failed
Status: 5.1.1
Diagnostic-Code: smtp; The email account that you tried to reach does not exist. Please try double-checking the recipient's email address for typos or unnecessary spaces. For more information, go to https://support.google.com/mail/?p=NoSuchUser
Last-Attempt-D",2026-05-30T19:39:34.947Z,2026-06-02T12:23:29.964Z
info@brmoving.com,,,,,,,,,,,BR Moving,,,,,chrisdavis.g@withmoveplnr.com,0,0,not verified,,,,,,,,COMPLETED,,1,GOOGLE_WORKSPACE,,2026-05-30T19:39:34.947Z,2026-06-09T13:12:56.272Z
info@brogleys.com,,,,,,,,,,,Brogley's,,,,,tomwilson.e@moveplnrapp.com,0,0,not verified,,,,,,,,COMPLETED,,1,GOOGLE_WORKSPACE,,2026-05-30T19:39:34.947Z,2026-06-09T13:14:03.646Z
info@brothersamericamoving.com,,,,,,,,,,,Brothers America Moving,,,,,tomwilson.e@moveplnrhq.com,0,0,not verified,,,,,,,,COMPLETED,,1,REGULAR_ACCOUNT,,2026-05-30T19:39:34.947Z,2026-06-09T13:11:52.513Z
info@brothersmovingtexas.com,,,,,,,,,,,Brothers Moving & Storage,,,,,chrisdavis.c@moveplnrpro.com,0,0,not verified,,,,,,,,BOUNCED,,1,MICROSOFT365,5.7.133 RESOLVER.RST.SenderNotAuthenticatedForGroup; authentication required; Delivery restriction check failed because the sender was not authenticated when sending to this group,2026-05-30T19:39:34.947Z,2026-06-02T12:30:05.231Z
info@brownmantrucking.com,,,,,,,,,,,Brownman Trucking,,,,,sarahjohnson.d@withmoveplnr.com,0,0,not verified,,,,,,,,COMPLETED,,1,REGULAR_ACCOUNT,,2026-05-30T19:39:34.947Z,2026-06-10T12:21:56.483Z
info@budgetmoverspdx.com,,,,,,,,,,,Budget Movers,,,,,sarahjohnson.i@meetmoveplnr.com,0,0,not verified,,,,,,,,COMPLETED,,1,GOOGLE_WORKSPACE,,2026-05-30T19:39:34.947Z,2026-06-10T12:19:31.965Z
info@bufordmovingcompany.com,,,,,,,,,,,3 Movers & 1 Truck,,,,,jakemiller.a@moveplnrhq.com,0,0,not verified,,,,,,,,COMPLETED,,1,GOOGLE_WORKSPACE,,2026-05-30T19:39:34.947Z,2026-06-10T12:19:41.280Z
info@bulldogmoversmd.com,,,,,,,,,,,Bulldog Movers,,,,,jakemiller.d@moveplnrapp.com,0,0,not verified,,,,,,,,COMPLETED,,1,GOOGLE_WORKSPACE,,2026-05-30T19:39:34.947Z,2026-06-09T13:16:49.181Z
info@burlyboyzmoving.com,,,,,,,,,,,Burly Boyz Moving & Storage,,,,,mikecarter.a@moveplnrapp.com,0,0,not verified,,,,,,,,COMPLETED,,1,GOOGLE_WORKSPACE,,2026-05-30T19:39:34.947Z,2026-06-09T13:19:05.504Z
info@calgaryofficemovers.ca,,,,,,,,,,,Calgary Office Movers,,,,,jakemiller.d@moveplnrhq.com,0,0,not verified,,,,,,,,COMPLETED,,1,MICROSOFT365,,2026-05-30T19:39:34.947Z,2026-06-10T12:07:26.506Z
info@calmorder.com,,,,,,,,,,,Calm Order,,,,,sarahjohnson.b@withmoveplnr.com,0,0,not verified,,,,,,,,COMPLETED,,1,GOOGLE_WORKSPACE,,2026-05-30T19:39:34.947Z,2026-06-09T12:39:34.423Z
info@calsmovinghelp.com,,,,,,,,,,,Cal's Moving & Storage,,,,,tomwilson.a@moveplnrhq.com,0,0,not verified,,,,,,,,COMPLETED,,1,GOOGLE_WORKSPACE,,2026-05-30T19:39:34.947Z,2026-06-09T13:14:09.949Z
info@can-discountmoving.com,,,,,,,,,,,Can Discount Moving,,,,,jakemiller.e@moveplnrapp.com,0,0,not verified,,,,,,,,COMPLETED,,1,REGULAR_ACCOUNT,,2026-05-30T19:39:34.948Z,2026-06-10T12:22:09.531Z
info@canadafalconmoving.com,,,,,,,,,,,Canada Falcon Moving,,,,,sarahjohnson.g@meetmoveplnr.com,0,0,not verified,,,,,,,,COMPLETED,,1,GOOGLE_WORKSPACE,,2026-05-30T19:39:34.948Z,2026-06-09T13:15:08.416Z
info@canadianctmovers.com,,,,,,,,,,,Canadian CT Movers,,,,,tomwilson.b@bookmoveplnr.com,0,0,not verified,,,,,,,,COMPLETED,,1,GOOGLE_WORKSPACE,,2026-05-30T19:39:34.948Z,2026-06-10T12:24:45.827Z
info@capcitymovers.com,,,,,,,,,,,Cap City Movers,,,,,mikecarter.d@bookmoveplnr.com,1,0,not verified,,,,,,,,REPLIED,NOT_INTERESTED,1,GOOGLE_WORKSPACE,,2026-05-30T19:39:34.948Z,2026-06-02T12:25:24.544Z
info@capitolhillhaulers.com,,,,,,,,,,,Capitol Hill Haulers,,,,,sarahjohnson.d@meetmoveplnr.com,0,0,not verified,,,,,,,,COMPLETED,,1,GOOGLE_WORKSPACE,,2026-05-30T19:39:34.948Z,2026-06-10T12:07:38.752Z
info@capitolnorthamerican.com,,,,,,,,,,,Capitol North American,,,,,mikecarter.h@withmoveplnr.com,0,0,not verified,,,,,,,,COMPLETED,,1,MICROSOFT365,,2026-05-30T19:39:34.948Z,2026-06-09T12:47:20.180Z
info@cardinalmoving.ca,,,,,,,,,,,Cardinal Moving,,,,,mikecarter.h@moveplnrteam.com,0,0,not verified,,,,,,,,COMPLETED,,1,GOOGLE_WORKSPACE,,2026-05-30T19:39:34.948Z,2026-06-09T13:22:46.726Z
info@cargomoverscanada.com,,,,,,,,,,,Cargo Movers Canada,,,,,jakemiller.c@moveplnrteam.com,0,0,not verified,,,,,,,,COMPLETED,,1,GOOGLE_WORKSPACE,,2026-05-30T19:39:34.948Z,2026-06-09T13:16:22.756Z
info@carteblanchemoving.com,,,,,,,,,,,Carte Blanche Moving,,,,,tomwilson.c@meetmoveplnr.com,0,0,not verified,,,,,,,,COMPLETED,,1,MICROSOFT365,,2026-05-30T19:39:34.948Z,2026-06-09T13:01:41.536Z
info@ccoakley.com,,,,,,,,,,,C. Coakley Relocation Systems,,,,,mikecarter.j@moveplnrhq.com,0,0,not verified,,,,,,,,BOUNCED,,1,REGULAR_ACCOUNT,Recipient address rejected: Access denied. For more information see https://aka.ms/EXOSmtpErrors [DS3PEPF000099E1.namprd04.prod.outlook.com 2026-06-02T12:22:49.935Z 08DEBFF9C55D6CB3],2026-05-30T19:39:34.948Z,2026-06-02T12:27:05.687Z
info@ccshipping.com,,,,,,,,,,,,,,,,tomwilson.e@meetmoveplnr.com,0,0,not verified,,,,,,,,BOUNCED,,1,REGULAR_ACCOUNT,"Delivery has failed to these recipients or groups:

info@ccshipping.com<mailto:info@ccshipping.com>
Your message wasn't delivered. Despite repeated attempts to deliver your message, a connection to the remote server couldn't be made.

Contact the recipient by some other means (by phone, for example) and ask them to tell their email admin that it appears that your email system is unable to connecto their email system. Give them the error details shown below. It's likely that the recipient's email admin is the only one who can fix this problem.

For more information and tips to fix this issue see this article: https://go.microsoft.com/fwlink/?LinkId=389361.









Diagnostic information for administrators:

Generating server: PN4P287MB4575.INDP287.PROD.OUTLOOK.COM
Receiving server: PN4P287MB4575.INDP287.PROD.OUTLOOK.COM

info@ccshipping.com
6/3/2026 12:25:23 PM - Server at PN4P287MB4575.INDP287.PROD.OUTLOOK.COM returned '550 5.4.317 Message expired, cannot connect to remote server(550 ",2026-05-30T19:39:34.948Z,2026-06-03T16:18:53.372Z
info@censaymoving.com,,,,,,,,,,,Censay Moving,,,,,chrisdavis.g@moveplnrhq.com,0,0,not verified,,,,,,,,COMPLETED,,1,GOOGLE_WORKSPACE,,2026-05-30T19:39:34.949Z,2026-06-09T13:20:16.054Z
info@centurymovingservices.com,,,,,,,,,,,Century Moving Services,,,,,tomwilson.j@moveplnrpro.com,0,0,not verified,,,,,,,,COMPLETED,,1,GOOGLE_WORKSPACE,,2026-05-30T19:39:34.949Z,2026-06-10T12:13:40.202Z
info@championmovers1.com,,,,,,,,,,,Champion Movers,,,,,jakemiller.h@moveplnrteam.com,0,0,not verified,,,,,,,,COMPLETED,,1,MICROSOFT365,,2026-05-30T19:39:34.949Z,2026-06-10T12:20:37.150Z
info@chiefmovingsd.com,,,,,,,,,,,Chief Moving Company,,,,,sarahjohnson.f@moveplnrhq.com,0,0,not verified,,,,,,,,BOUNCED,,1,GOOGLE_WORKSPACE,"** Address not found **

Your message wasn't delivered to info@chiefmovingsd.com because the address couldn't be found, or is unable to receive mail.

Learn more here: https://support.google.com/mail/?p=NoSuchUser

The response was:

The email account that you tried to reach does not exist. Please try double-checking the recipient's email address for typos or unnecessary spaces. For more information, go to https://support.google.com/mail/?p=NoSuchUser

Reporting-MTA: dns; googlemail.com
Received-From-MTA: dns; sarahjohnson.f@moveplnrhq.com
Arrival-Date: Tue, 02 Jun 2026 05:31:27 -0700 (PDT)
X-Original-Message-ID: <0bf37ba2-cca8-0555-f458-0b5159dc61f9@moveplnrhq.com>

Final-Recipient: rfc822; info@chiefmovingsd.com
Action: failed
Status: 5.1.1
Diagnostic-Code: smtp; The email account that you tried to reach does not exist. Please try double-checking the recipient's email address for typos or unnecessary spaces. For more information, go to https://support.google.com/mail/?p=NoSuchUser
La",2026-05-30T19:39:34.949Z,2026-06-02T12:33:23.892Z
info@ciaomoving.com,,,,,,,,,,,Ciao Moving & Storage,,,,,chrisdavis.f@meetmoveplnr.com,0,0,not verified,,,,,,,,COMPLETED,,1,MICROSOFT365,,2026-05-30T19:39:34.949Z,2026-06-10T12:17:36.069Z
info@cindywezenbeek.com,,,,,,,,,,,CW Organizing Services,,,,,chrisdavis.c@withmoveplnr.com,1,0,not verified,,,,,,,,REPLIED,NOT_INTERESTED,1,GOOGLE_WORKSPACE,,2026-05-30T19:39:34.949Z,2026-06-02T12:30:28.866Z
info@citypatrolservices.net,,,,,,,,,,,,,,,,mikecarter.i@moveplnrteam.com,0,0,not verified,,,,,,,,COMPLETED,,1,GOOGLE_WORKSPACE,,2026-05-30T19:39:34.949Z,2026-06-09T13:12:16.022Z
info@cjmovingservicesllc.com,,,,,,,,,,,CJ Moving Services,,,,,mikecarter.b@moveplnrhq.com,0,0,not verified,,,,,,,,COMPLETED,,1,REGULAR_ACCOUNT,,2026-05-30T19:39:34.949Z,2026-06-09T12:55:12.553Z
info@clearhomesolutions.com,,,,,,,,,,,Clear Home Solutions,,,,,jakemiller.b@moveplnrteam.com,0,0,not verified,,,,,,,,COMPLETED,,1,GOOGLE_WORKSPACE,,2026-05-30T19:39:34.949Z,2026-06-10T12:21:09.369Z
info@clutchmovingcompany.com,,,,,,,,,,,Clutch Moving Company,,,,,mikecarter.h@moveplnrpro.com,0,0,not verified,,,,,,,,COMPLETED,,1,GOOGLE_WORKSPACE,,2026-05-30T19:39:34.949Z,2026-06-09T13:12:08.386Z
info@clutterbgone.ca,,,,,,,,,,,ClutterBGone,,,,,jakemiller.b@bookmoveplnr.com,0,0,not verified,,,,,,,,COMPLETED,,1,GOOGLE_WORKSPACE,,2026-05-30T19:39:34.949Z,2026-06-10T12:22:10.291Z
info@clutterbugcleaning.com,,,,,,,,,,,Clutterbug Cleaning,,,,,mikecarter.a@moveplnrteam.com,0,0,not verified,,,,,,,,COMPLETED,,1,GOOGLE_WORKSPACE,,2026-05-30T19:39:34.949Z,2026-06-09T13:18:51.837Z
info@clutterflyinc.com,,,,,,,,,,,Clutterfly,,,,,chrisdavis.i@moveplnrhq.com,0,0,not verified,,,,,,,,COMPLETED,,1,REGULAR_ACCOUNT,,2026-05-30T19:39:34.949Z,2026-06-09T12:11:51.710Z
info@clutterlesshomesolutions.com,,,,,,,,,,,Clutterless Home Solutions,,,,,tomwilson.j@moveplnrteam.com,0,0,not verified,,,,,,,,COMPLETED,,1,GOOGLE_WORKSPACE,,2026-05-30T19:39:34.950Z,2026-06-09T13:02:53.398Z
info@coastalcarrier.com,,,,,,,,,,,Coastal Carrier Moving,,,,,sarahjohnson.j@withmoveplnr.com,0,0,not verified,,,,,,,,COMPLETED,,1,REGULAR_ACCOUNT,,2026-05-30T19:39:34.950Z,2026-06-09T13:10:27.359Z
info@coastalmovingservices.com,,,,,,,,,,,,,,,,tomwilson.h@moveplnrapp.com,0,0,not verified,,,,,,,,COMPLETED,,1,GOOGLE_WORKSPACE,,2026-05-30T19:39:34.950Z,2026-06-09T12:07:58.343Z
info@coltmoving.com,,,,,,,,,,,Colt Moving,,,,,tomwilson.a@bookmoveplnr.com,0,0,not verified,,,,,,,,COMPLETED,,1,GOOGLE_WORKSPACE,,2026-05-30T19:39:34.950Z,2026-06-09T13:16:28.439Z
info@completeestateservices.ca,,,,,,,,,,,Complete Estate Services,,,,,sarahjohnson.b@moveplnrapp.com,0,0,not verified,,,,,,,,COMPLETED,,1,REGULAR_ACCOUNT,,2026-05-30T19:39:34.950Z,2026-06-09T13:10:34.894Z
info@confidencemoving.ca,,,,,,,,,,,Confidence Moving,,,,,chrisdavis.c@meetmoveplnr.com,0,0,not verified,,,,,,,,COMPLETED,,1,REGULAR_ACCOUNT,,2026-05-30T19:39:34.950Z,2026-06-10T12:23:08.562Z
info@corazamovers.ca,,,,,,,,,,,Coraza Movers,,,,,chrisdavis.e@moveplnrapp.com,0,0,not verified,,,,,,,,COMPLETED,,1,REGULAR_ACCOUNT,,2026-05-30T19:39:34.950Z,2026-06-09T13:19:16.163Z
info@couplemoreguys.com,,,,,,,,,,,Couple More Guys,,,,,chrisdavis.h@moveplnrteam.com,0,0,not verified,,,,,,,,COMPLETED,,1,GOOGLE_WORKSPACE,,2026-05-30T19:39:34.950Z,2026-06-09T12:12:59.879Z
info@cpvanlines.com,,,,,,,,,,,Canadian Premium Van Lines,,,,,sarahjohnson.h@moveplnrpro.com,0,0,not verified,,,,,,,,COMPLETED,,1,MICROSOFT365,,2026-05-30T19:39:34.950Z,2026-06-09T12:51:08.395Z
info@creatingspaceorganizing.ca,,,,,,,,,,,Creating Space Organizing,,,,,tomwilson.d@moveplnrpro.com,0,0,not verified,,,,,,,,COMPLETED,,1,GOOGLE_WORKSPACE,,2026-05-30T19:39:34.950Z,2026-06-09T12:55:17.783Z
info@creativemovesllc.com,,,,,,,,,,,Creative Moves,,,,,chrisdavis.f@moveplnrhq.com,0,0,not verified,,,,,,,,COMPLETED,,1,REGULAR_ACCOUNT,,2026-05-30T19:39:34.950Z,2026-06-09T13:10:13.452Z
info@curatedtransitions.com,,,,,,,,,,,Curated Transitions,,,,,chrisdavis.e@withmoveplnr.com,1,0,not verified,,,,,,,,REPLIED,NOT_INTERESTED,1,GOOGLE_WORKSPACE,,2026-05-30T19:39:34.950Z,2026-06-04T12:52:10.974Z
info@curtismoving.com,,,,,,,,,,,,,,,,chrisdavis.e@moveplnrpro.com,0,0,not verified,,,,,,,,COMPLETED,,1,MICROSOFT365,,2026-05-30T19:39:34.950Z,2026-06-09T12:32:23.488Z
info@cwmas.com,,,,,,,,,,,Countrywide Moving & Storage,,,,,sarahjohnson.c@moveplnrpro.com,1,0,not verified,,,,,,,,REPLIED,NOT_INTERESTED,1,MICROSOFT365,,2026-05-30T19:39:34.950Z,2026-06-09T13:19:07.714Z
info@dallaspackingservice.com,,,,,,,,,,,DFW Packing Pros,,,,,tomwilson.j@withmoveplnr.com,0,0,not verified,,,,,,,,COMPLETED,,1,GOOGLE_WORKSPACE,,2026-05-30T19:39:34.951Z,2026-06-09T13:12:58.479Z
info@damovingnyc.com,,,,,,,,,,,DA Moving NYC,,,,,tomwilson.g@moveplnrteam.com,0,0,not verified,,,,,,,,COMPLETED,,1,GOOGLE_WORKSPACE,,2026-05-30T19:39:34.951Z,2026-06-10T12:18:45.352Z
info@dandrmoverscincinnati.com,,,,,,,,,,,D&R Movers,,,,,mikecarter.d@moveplnrhq.com,0,0,not verified,,,,,,,,COMPLETED,,1,GOOGLE_WORKSPACE,,2026-05-30T19:39:34.951Z,2026-06-09T13:14:18.425Z
info@dclutterfly.com,,,,,,,,,,,dClutterfly,,,,,jakemiller.i@meetmoveplnr.com,0,0,not verified,,,,,,,,COMPLETED,,1,GOOGLE_WORKSPACE,,2026-05-30T19:39:34.951Z,2026-06-09T12:59:48.653Z
info@deliberatedecisions.ca,,,,,,,,,,,Deliberate Decisions,,,,,sarahjohnson.i@withmoveplnr.com,0,0,not verified,,,,,,,,COMPLETED,,1,GOOGLE_WORKSPACE,,2026-05-30T19:39:34.951Z,2026-06-09T13:26:49.898Z
info@demenagementbonjour.com,,,,,,,,,,,Déménagement Bonjour,,,,,mikecarter.j@moveplnrteam.com,0,0,not verified,,,,,,,,COMPLETED,,1,GOOGLE_WORKSPACE,,2026-05-30T19:39:34.951Z,2026-06-10T12:20:02.880Z
info@demenagementeconomique.ca,,,,,,,,,,,,,,,,sarahjohnson.a@moveplnrhq.com,0,0,not verified,,,,,,,,COMPLETED,,1,REGULAR_ACCOUNT,,2026-05-30T19:39:34.951Z,2026-06-09T13:20:41.500Z
info@demenagementlachapelle.com,,,,,,,,,,,Lachapelle Logistique,,,,,sarahjohnson.j@bookmoveplnr.com,1,0,not verified,,,,,,,,REPLIED,NOT_INTERESTED,1,GOOGLE_WORKSPACE,,2026-05-30T19:39:34.951Z,2026-06-09T13:11:16.940Z
info@demenageurspascher.ca,,,,,,,,,,,AVVA Moving Montreal,,,,,tomwilson.h@withmoveplnr.com,0,0,not verified,,,,,,,,COMPLETED,,1,REGULAR_ACCOUNT,,2026-05-30T19:39:34.952Z,2026-06-09T12:54:49.088Z
info@desertmoving.com,,,,,,,,,,,Desert Moving,,,,,mikecarter.j@moveplnrapp.com,0,0,not verified,,,,,,,,COMPLETED,,1,GOOGLE_WORKSPACE,,2026-05-30T19:39:34.952Z,2026-06-09T13:24:50.553Z
info@designingwithless.com,,,,,,,,,,,Designing with Less,,,,,jakemiller.g@moveplnrapp.com,0,0,not verified,,,,,,,,COMPLETED,,1,REGULAR_ACCOUNT,,2026-05-30T19:39:34.952Z,2026-06-09T13:10:23.314Z
info@devgunpackersandmovers.com,,,,,,,,,,,Devgun Packers and Movers,,,,,mikecarter.f@moveplnrapp.com,0,0,not verified,,,,,,,,COMPLETED,,1,REGULAR_ACCOUNT,,2026-05-30T19:39:34.952Z,2026-06-09T12:25:51.039Z
info@diamondmover.com,,,,,,,,,,,Diamond Movers,,,,,chrisdavis.f@moveplnrapp.com,0,0,not verified,,,,,,,,COMPLETED,,1,GOOGLE_WORKSPACE,,2026-05-30T19:39:34.952Z,2026-06-09T13:04:47.212Z
info@dielmanmoving.com,,,,,,,,,,,Dielman Moving & Storage,,,,,mikecarter.c@moveplnrteam.com,0,0,not verified,,,,,,,,COMPLETED,,1,GOOGLE_WORKSPACE,,2026-05-30T19:39:34.952Z,2026-06-10T12:22:37.583Z
info@diligentmovers.ca,,,,,,,,,,,Diligent Movers,,,,,sarahjohnson.b@meetmoveplnr.com,0,0,not verified,,,,,,,,COMPLETED,,1,REGULAR_ACCOUNT,,2026-05-30T19:39:34.952Z,2026-06-09T12:21:09.190Z
info@directrelocate.com,,,,,,,,,,,,,,,,jakemiller.f@moveplnrapp.com,0,0,not verified,,,,,,,,COMPLETED,,1,GOOGLE_WORKSPACE,,2026-05-30T19:39:34.952Z,2026-06-09T12:41:31.283Z
